poutcome,pdays,previous,contact,campaign,day,housing,marital,y
3,-1,0,0,1,8,0,0,0
3,-1,0,2,3,2,1,0,0
3,-1,0,1,15,25,1,0,0
3,-1,0,1,7,28,0,0,0
3,-1,0,0,4,25,0,0,0
3,-1,0,0,16,23,1,0,0
0,214,1,0,2,30,0,0,0
3,-1,0,0,2,7,0,0,0
1,94,3,0,2,21,0,0,0
3,-1,0,2,5,20,1,0,0
3,-1,0,2,1,9,0,0,0
0,287,4,0,7,14,1,0,0
2,326,1,0,1,9,1,0,1
3,-1,0,0,3,21,1,0,0
3,-1,0,2,3,26,1,0,0
3,-1,0,2,2,11,1,0,0
3,-1,0,2,2,14,1,0,0
3,-1,0,0,3,14,1,0,0
3,-1,0,0,2,8,1,0,0
3,-1,0,2,3,20,0,0,0
0,365,2,0,4,15,1,0,0
3,-1,0,0,1,2,0,0,0
3,-1,0,2,17,9,1,0,0
3,-1,0,0,2,2,0,0,0
3,-1,0,2,1,14,1,0,0
3,-1,0,0,1,8,1,0,0
3,-1,0,0,2,21,0,0,0
3,-1,0,0,2,20,0,0,0
3,-1,0,0,2,29,0,0,0
0,277,2,0,4,12,1,0,0
3,-1,0,2,1,19,0,0,0
0,348,2,0,2,11,1,0,0
3,-1,0,0,3,31,1,0,0
3,-1,0,0,1,12,1,0,0
3,-1,0,1,3,6,0,0,0
1,188,8,0,1,9,0,0,0
3,-1,0,0,1,18,1,0,0
3,-1,0,0,6,21,1,0,0
3,-1,0,0,2,17,1,0,0
3,-1,0,0,1,5,0,0,0
3,-1,0,2,2,5,1,0,0
3,-1,0,2,2,28,1,0,0
3,-1,0,1,1,10,1,0,0
3,-1,0,0,2,21,1,0,0
3,-1,0,0,5,14,1,0,0
3,-1,0,0,1,17,0,0,0
3,-1,0,2,2,28,1,0,0
3,-1,0,2,2,26,1,0,0
3,-1,0,1,1,10,1,0,0
3,-1,0,2,1,17,0,0,0
3,-1,0,2,1,14,1,0,0
3,-1,0,0,3,3,1,0,0
3,-1,0,2,2,6,1,0,0
3,-1,0,2,4,3,1,0,0
3,-1,0,2,1,28,1,0,0
1,374,1,0,1,12,0,0,1
3,-1,0,2,1,14,1,0,0
3,-1,0,2,1,11,0,0,0
3,-1,0,2,1,6,0,0,0
1,365,5,0,2,15,1,0,0
3,-1,0,0,9,26,0,0,0
3,-1,0,0,2,18,1,0,0
0,184,5,0,2,23,0,0,1
0,370,2,0,3,14,1,0,0
3,-1,0,0,1,22,1,0,0
0,119,5,0,2,16,0,0,1
3,-1,0,0,2,26,1,0,0
3,-1,0,0,3,30,0,0,0
3,-1,0,2,4,19,0,0,1
0,100,4,0,1,19,0,0,1
3,-1,0,0,2,17,0,0,0
3,-1,0,2,1,6,0,0,0
3,-1,0,0,1,12,0,0,0
1,358,1,0,4,8,1,0,0
3,-1,0,0,2,15,1,0,0
3,-1,0,1,1,23,1,0,1
3,-1,0,2,1,9,1,0,0
3,-1,0,2,5,28,1,0,0
3,-1,0,0,1,5,1,0,0
3,-1,0,2,1,7,1,0,0
3,-1,0,2,1,6,1,0,0
3,-1,0,2,1,14,1,0,0
0,245,1,0,2,4,1,0,0
0,363,2,0,9,18,1,0,0
0,368,2,2,1,2,1,0,0
2,92,1,0,1,3,0,0,1
3,-1,0,2,2,6,0,0,0
3,-1,0,0,9,21,1,0,0
3,-1,0,0,2,25,1,0,0
3,-1,0,0,2,7,1,0,0
1,336,2,0,1,17,1,0,0
3,-1,0,0,3,20,1,0,1
3,-1,0,2,19,16,1,0,0
2,90,2,0,1,4,0,0,1
3,-1,0,0,3,4,1,0,0
3,-1,0,0,1,19,1,0,0
3,-1,0,2,2,6,1,0,0
3,-1,0,2,3,27,1,0,0
3,-1,0,0,4,28,0,0,0
3,-1,0,2,1,5,1,0,0
3,-1,0,0,2,29,1,0,0
3,-1,0,0,3,11,0,0,0
3,-1,0,2,2,6,1,0,0
3,-1,0,2,1,3,0,0,0
3,-1,0,2,1,2,1,0,0
3,-1,0,0,2,5,0,0,1
0,186,6,0,3,7,0,0,0
3,-1,0,1,4,25,1,0,1
3,-1,0,1,1,20,0,0,0
3,-1,0,0,1,2,1,0,0
3,-1,0,0,3,14,1,0,0
3,-1,0,2,2,7,1,0,0
3,-1,0,0,1,15,0,0,0
3,-1,0,2,2,16,1,0,0
3,-1,0,0,6,31,0,0,0
3,-1,0,2,3,19,1,0,0
3,-1,0,0,3,28,0,0,0
3,-1,0,0,1,2,1,0,0
3,-1,0,2,2,15,1,0,1
3,-1,0,1,5,15,1,0,0
3,-1,0,2,1,9,1,0,0
3,-1,0,0,3,30,0,0,0
3,-1,0,0,1,29,0,0,0
3,-1,0,0,3,21,1,0,0
3,-1,0,2,1,11,0,0,0
3,-1,0,0,3,10,1,0,0
3,-1,0,0,3,8,0,0,0
3,-1,0,1,5,28,1,0,0
3,-1,0,0,6,27,0,0,0
3,-1,0,2,3,6,1,0,0
3,-1,0,0,1,13,0,0,0
3,-1,0,0,1,9,0,0,0
3,-1,0,2,1,17,0,0,0
3,-1,0,2,2,21,1,0,0
3,-1,0,0,1,13,1,0,1
3,-1,0,0,1,28,0,0,0
0,249,2,0,1,2,1,0,0
3,-1,0,1,3,21,1,0,0
3,-1,0,0,2,17,1,0,0
3,-1,0,2,1,13,1,0,0
0,272,1,0,2,4,1,0,0
3,-1,0,2,1,20,0,0,0
3,-1,0,2,3,30,1,0,0
0,92,5,0,3,16,1,0,0
3,-1,0,2,5,19,1,0,0
3,-1,0,0,1,9,1,0,1
3,-1,0,0,2,7,1,0,0
2,187,3,0,3,13,0,0,1
3,-1,0,0,1,28,0,0,0
3,-1,0,2,3,9,0,0,0
3,-1,0,2,5,26,1,0,0
3,-1,0,0,1,7,1,0,0
1,365,1,0,3,15,1,0,0
3,-1,0,0,3,21,0,0,0
3,-1,0,0,6,14,0,0,0
3,-1,0,2,2,19,1,0,0
3,-1,0,0,2,29,0,0,0
3,-1,0,0,2,7,1,0,0
3,-1,0,2,1,15,1,0,0
2,93,1,1,2,9,0,0,0
3,-1,0,0,1,28,0,0,0
3,-1,0,0,3,13,1,0,1
2,269,1,0,1,2,1,0,0
3,-1,0,0,3,29,0,0,0
3,-1,0,0,5,15,1,0,0
0,182,1,0,4,21,1,0,0
1,182,2,0,3,14,1,0,0
3,-1,0,2,1,6,0,0,0
3,-1,0,2,3,4,1,0,0
3,-1,0,0,1,17,1,0,0
3,-1,0,2,5,15,1,0,0
3,-1,0,2,4,5,1,0,0
3,-1,0,0,1,20,0,0,1
3,-1,0,2,3,16,1,0,0
0,202,3,0,3,5,1,0,0
3,-1,0,0,1,4,0,0,0
0,130,3,0,6,21,1,0,0
3,-1,0,2,13,11,0,0,0
3,-1,0,0,5,10,0,0,0
0,240,1,0,2,3,1,0,0
3,-1,0,0,3,25,1,0,0
3,-1,0,0,3,21,0,0,0
3,-1,0,2,4,25,0,0,0
3,-1,0,0,2,21,1,0,0
3,-1,0,0,3,6,0,0,0
3,-1,0,2,1,9,1,0,0
3,-1,0,0,1,5,0,0,0
3,-1,0,0,1,8,0,0,0
2,213,3,0,2,29,0,0,1
3,-1,0,2,2,11,0,0,0
3,-1,0,2,1,13,1,0,0
3,-1,0,0,2,17,0,0,0
0,191,1,1,1,29,0,0,1
3,-1,0,0,1,17,1,0,0
3,-1,0,0,2,5,1,0,0
3,-1,0,0,1,4,0,0,1
0,200,1,0,4,6,1,0,0
0,237,2,0,2,13,1,0,0
3,-1,0,0,1,4,0,0,0
1,207,1,1,2,2,0,0,0
3,-1,0,2,2,16,0,0,0
3,-1,0,0,1,11,1,0,0
3,-1,0,2,4,3,1,0,0
3,-1,0,0,20,26,1,0,0
0,343,2,0,1,6,1,0,0
3,-1,0,2,1,15,1,0,0
0,271,2,0,3,14,1,0,0
3,-1,0,2,3,23,1,0,0
3,-1,0,0,2,14,1,0,0
3,-1,0,0,4,12,0,0,0
3,-1,0,0,2,30,1,0,0
3,-1,0,0,5,21,1,0,0
3,-1,0,0,2,18,1,0,0
3,-1,0,2,1,29,1,0,0
3,-1,0,0,1,25,0,0,0
3,-1,0,0,2,6,0,0,0
3,-1,0,2,1,9,0,0,0
3,-1,0,2,3,16,0,0,0
3,-1,0,0,1,21,0,0,0
3,-1,0,0,2,8,1,0,1
3,-1,0,0,10,30,0,0,0
3,-1,0,2,4,23,1,0,0
0,356,2,0,1,11,1,0,0
3,-1,0,0,6,24,1,0,0
3,-1,0,0,1,17,1,0,0
0,102,2,0,5,21,1,0,0
3,-1,0,1,1,9,0,0,0
3,-1,0,0,1,19,1,0,0
2,85,2,0,1,30,1,0,0
3,-1,0,0,2,7,1,0,0
3,-1,0,0,2,11,1,0,0
3,-1,0,0,2,19,1,0,0
3,-1,0,1,3,22,0,0,0
3,-1,0,2,1,1,0,0,0
2,183,5,0,2,11,1,0,1
3,-1,0,0,2,11,0,0,0
3,-1,0,0,7,31,0,0,0
3,-1,0,0,1,19,1,0,0
3,-1,0,0,2,29,1,0,0
0,104,2,0,1,16,0,0,0
3,-1,0,0,10,25,0,0,1
3,-1,0,2,12,20,0,0,0
0,151,3,0,2,20,1,0,0
0,181,4,0,2,5,0,0,0
3,-1,0,0,1,24,0,0,0
3,-1,0,0,3,8,1,0,0
3,-1,0,2,1,16,1,0,0
3,-1,0,0,1,5,0,0,0
3,-1,0,0,1,8,1,0,0
3,-1,0,0,3,19,0,0,0
3,-1,0,0,3,29,0,0,0
3,-1,0,2,3,20,0,0,0
3,-1,0,2,1,5,1,0,0
3,-1,0,0,1,11,1,0,1
0,349,2,0,2,7,1,0,0
3,-1,0,0,1,16,1,0,0
3,-1,0,2,3,16,0,0,0
0,157,1,0,1,21,0,0,0
3,-1,0,0,10,28,1,0,0
0,44,4,0,1,3,0,0,0
1,91,1,0,4,4,1,0,0
3,-1,0,2,2,11,0,0,0
3,-1,0,0,2,20,1,0,0
3,-1,0,0,2,7,0,0,0
3,-1,0,2,3,2,1,0,0
3,-1,0,0,2,8,1,0,0
3,-1,0,0,1,2,0,0,0
0,332,2,0,1,17,1,0,0
3,-1,0,1,1,5,0,0,0
0,347,1,0,2,8,1,0,0
3,-1,0,2,3,8,0,0,0
3,-1,0,0,3,3,0,0,0
0,172,2,0,2,17,1,0,0
3,-1,0,1,7,27,0,0,0
3,-1,0,0,2,18,0,0,0
3,-1,0,0,2,8,1,0,0
0,154,1,0,5,21,1,0,1
3,-1,0,0,1,18,1,0,0
2,185,6,0,4,15,1,0,1
3,-1,0,0,2,7,0,0,0
0,61,1,0,1,8,1,0,0
3,-1,0,0,3,20,1,0,0
0,178,1,0,6,15,1,0,0
3,-1,0,0,1,3,0,0,1
3,-1,0,2,3,17,0,0,0
3,-1,0,0,3,19,0,0,0
3,-1,0,2,2,15,1,0,0
3,-1,0,0,2,17,1,0,0
3,-1,0,1,3,15,0,0,0
3,-1,0,2,2,19,1,0,0
2,94,4,0,1,15,1,0,1
3,-1,0,2,2,7,1,0,0
3,-1,0,0,2,28,0,0,0
3,-1,0,2,8,12,0,0,0
3,-1,0,0,2,30,0,0,1
3,-1,0,0,2,4,1,0,0
3,-1,0,0,6,6,1,0,0
3,-1,0,0,3,20,1,0,1
0,351,2,0,2,15,1,0,0
3,-1,0,2,3,28,1,0,0
3,-1,0,0,2,21,0,0,0
3,-1,0,1,1,27,0,0,1
3,-1,0,0,2,12,0,0,1
1,278,2,0,4,12,1,0,0
3,-1,0,0,2,29,1,0,0
3,-1,0,2,2,8,1,0,0
0,439,1,0,3,13,0,0,1
3,-1,0,0,2,7,1,0,0
3,-1,0,2,5,5,1,0,0
3,-1,0,2,2,4,1,0,0
3,-1,0,1,2,4,1,0,0
3,-1,0,0,3,18,0,0,1
0,123,3,0,2,18,1,0,0
3,-1,0,1,10,13,1,0,0
3,-1,0,0,1,11,0,0,1
3,-1,0,0,1,21,0,0,0
3,-1,0,0,2,6,0,0,0
3,-1,0,0,1,19,0,0,0
3,-1,0,2,1,8,1,0,0
0,224,4,0,2,9,0,0,0
3,-1,0,0,1,4,1,0,0
0,189,2,0,1,20,1,0,0
3,-1,0,2,9,19,0,0,0
3,-1,0,0,4,19,0,0,0
3,-1,0,2,1,21,1,0,0
3,-1,0,0,2,18,1,0,0
3,-1,0,0,2,13,1,0,1
0,186,2,0,1,7,0,0,0
3,-1,0,1,5,25,0,0,0
3,-1,0,1,2,31,1,0,0
3,-1,0,0,1,12,1,0,0
0,370,1,0,3,12,1,0,0
3,-1,0,2,3,16,1,0,0
1,8,1,0,2,5,1,0,0
3,-1,0,2,1,5,1,0,0
0,324,2,0,1,17,1,0,0
3,-1,0,2,2,4,1,0,0
3,-1,0,0,1,13,0,0,0
3,-1,0,0,2,8,0,0,0
3,-1,0,0,17,28,1,0,0
3,-1,0,1,2,27,0,0,0
3,-1,0,2,1,15,1,0,0
1,491,4,1,5,29,0,0,1
2,104,1,0,2,12,0,0,0
3,-1,0,0,1,10,1,0,0
2,80,1,0,2,5,0,0,1
3,-1,0,2,5,16,0,0,0
3,-1,0,2,3,15,1,0,0
3,-1,0,0,1,7,0,0,0
3,-1,0,0,2,17,1,0,0
3,-1,0,1,2,14,0,0,0
1,280,2,0,4,14,1,0,0
3,-1,0,0,1,30,0,0,1
3,-1,0,2,1,18,0,0,0
3,-1,0,2,1,26,1,0,0
3,-1,0,0,9,27,0,0,0
2,181,1,0,2,3,0,0,0
3,-1,0,0,1,3,0,0,0
3,-1,0,0,2,4,1,0,0
3,-1,0,0,2,25,1,0,0
0,217,2,1,1,2,1,0,0
0,256,1,0,2,17,1,0,0
3,-1,0,0,5,25,1,0,0
3,-1,0,2,2,21,1,0,0
3,-1,0,0,4,7,0,0,0
3,-1,0,2,2,17,0,0,0
3,-1,0,0,2,20,0,0,0
3,-1,0,1,9,31,1,0,0
3,-1,0,2,14,20,0,0,0
3,-1,0,0,3,28,1,0,0
3,-1,0,2,1,9,1,0,0
3,-1,0,1,2,22,0,0,0
3,-1,0,0,2,29,0,0,0
3,-1,0,2,3,6,1,0,0
3,-1,0,0,2,4,1,0,1
3,-1,0,1,2,7,0,0,0
3,-1,0,0,2,26,0,0,0
3,-1,0,2,1,5,0,0,0
3,-1,0,0,1,7,1,0,0
3,-1,0,0,2,15,1,0,0
3,-1,0,2,1,27,1,0,0
3,-1,0,0,3,12,1,0,1
3,-1,0,2,1,15,1,0,0
3,-1,0,0,2,11,0,0,0
3,-1,0,2,1,12,0,0,0
0,182,3,0,2,21,1,0,0
3,-1,0,0,2,14,1,0,1
3,-1,0,0,4,5,0,0,0
3,-1,0,0,6,28,1,0,0
3,-1,0,0,2,12,0,0,1
3,-1,0,2,3,24,1,0,0
3,-1,0,0,1,17,1,0,0
3,-1,0,0,1,18,0,0,0
2,183,5,0,1,9,0,0,1
3,-1,0,0,1,17,1,0,0
3,-1,0,0,3,18,0,0,0
3,-1,0,0,2,22,0,0,0
3,-1,0,2,2,15,1,0,0
3,-1,0,2,2,12,1,0,0
3,-1,0,2,1,4,1,0,0
3,-1,0,0,2,29,1,0,0
3,-1,0,0,1,20,0,0,1
3,-1,0,2,3,20,0,0,0
3,-1,0,0,2,25,1,0,0
3,-1,0,0,6,19,0,0,0
3,-1,0,0,1,2,1,0,0
3,-1,0,0,5,19,0,0,0
3,-1,0,2,2,27,1,0,0
3,-1,0,0,1,22,1,0,0
3,-1,0,0,5,19,0,0,1
3,-1,0,0,2,14,1,0,0
3,-1,0,0,6,13,0,0,0
3,-1,0,0,2,4,1,0,0
3,-1,0,2,2,27,1,0,0
3,-1,0,1,6,20,1,0,0
3,-1,0,0,2,23,1,0,0
3,-1,0,0,4,28,1,0,0
3,-1,0,0,1,2,1,0,0
0,186,1,0,1,17,1,0,0
3,-1,0,1,1,18,1,0,0
3,-1,0,2,1,17,0,0,0
3,-1,0,0,2,20,0,0,1
3,-1,0,2,1,29,1,0,0
3,-1,0,0,2,13,1,0,0
3,-1,0,2,2,6,0,0,0
2,333,2,0,3,4,1,0,1
3,-1,0,0,2,19,0,0,0
3,-1,0,0,1,28,0,0,0
3,-1,0,1,17,31,1,0,1
3,-1,0,0,19,25,0,0,0
3,-1,0,2,4,26,1,0,0
3,-1,0,0,4,21,0,0,0
3,-1,0,0,1,17,1,0,0
3,-1,0,2,1,9,1,0,0
3,-1,0,2,15,16,1,0,0
3,-1,0,0,2,11,1,0,0
3,-1,0,0,2,15,1,0,0
2,84,3,0,3,30,0,0,1
3,-1,0,0,1,28,0,0,0
0,366,2,0,5,7,1,0,0
3,-1,0,0,1,17,0,0,0
3,-1,0,0,1,2,0,0,0
2,181,1,0,3,28,0,0,1
3,-1,0,0,1,19,0,0,0
3,-1,0,2,3,29,1,0,0
3,-1,0,2,2,12,0,0,0
3,-1,0,2,3,7,1,0,0
3,-1,0,2,3,8,1,0,0
3,-1,0,0,3,22,0,0,0
3,-1,0,0,1,12,0,0,0
2,91,4,0,1,15,0,0,1
3,-1,0,2,2,20,0,0,0
3,-1,0,0,8,27,0,0,0
3,-1,0,1,2,17,0,0,1
3,-1,0,0,1,5,1,0,0
3,-1,0,0,2,4,0,0,1
0,323,2,0,3,15,1,0,0
0,331,1,0,1,17,1,0,0
3,-1,0,2,2,27,1,0,0
3,-1,0,2,2,9,1,0,0
3,-1,0,0,8,30,1,0,0
3,-1,0,0,1,2,0,0,0
3,-1,0,2,3,5,1,0,0
3,-1,0,0,14,28,0,0,0
3,-1,0,0,4,20,0,0,0
3,-1,0,0,8,28,0,0,0
3,-1,0,2,1,3,1,0,0
2,92,1,0,1,19,0,0,1
0,186,2,0,1,17,1,0,0
3,-1,0,0,7,28,0,0,0
3,-1,0,2,1,23,1,0,0
3,-1,0,0,1,18,1,0,0
3,-1,0,2,3,6,1,0,0
3,-1,0,0,1,27,1,0,1
3,-1,0,0,6,18,0,0,0
3,-1,0,0,12,15,1,0,0
3,-1,0,0,3,13,1,0,0
3,-1,0,0,2,28,0,0,0
3,-1,0,1,4,7,1,0,0
3,-1,0,0,2,26,1,0,0
3,-1,0,2,2,7,1,0,0
3,-1,0,2,1,19,0,0,0
3,-1,0,2,1,18,0,0,0
3,-1,0,2,4,29,1,0,0
3,-1,0,2,4,15,1,0,0
3,-1,0,2,5,7,1,0,0
3,-1,0,2,1,5,1,0,0
3,-1,0,2,2,5,1,0,0
3,-1,0,2,2,6,1,0,0
3,-1,0,2,2,11,0,0,0
3,-1,0,0,2,9,0,0,0
3,-1,0,0,2,18,1,0,0
3,-1,0,0,2,14,0,0,0
3,-1,0,0,2,10,0,0,0
3,-1,0,0,3,8,1,0,0
3,-1,0,0,1,18,0,0,0
1,267,2,2,1,24,0,0,0
3,-1,0,0,2,14,1,0,0
3,-1,0,2,8,28,1,0,0
3,-1,0,0,1,19,0,0,0
0,346,1,0,1,14,0,0,0
3,-1,0,2,3,17,0,0,0
3,-1,0,0,2,31,0,0,0
3,-1,0,0,1,5,0,0,0
3,-1,0,1,1,21,0,0,0
3,-1,0,0,1,17,1,0,0
0,123,2,0,2,18,1,0,0
3,-1,0,1,6,30,0,0,0
3,-1,0,0,10,28,0,0,0
3,-1,0,0,2,14,1,0,0
3,-1,0,2,15,28,0,0,0
3,-1,0,2,1,2,1,0,0
3,-1,0,0,1,17,1,0,0
0,87,1,0,1,30,0,0,1
3,-1,0,0,4,8,0,0,0
3,-1,0,0,2,7,0,0,0
3,-1,0,0,4,28,0,0,0
3,-1,0,2,1,20,0,0,0
3,-1,0,2,2,20,1,0,0
0,103,7,0,4,2,1,0,0
3,-1,0,0,2,6,1,0,0
3,-1,0,0,2,11,0,0,0
3,-1,0,0,4,12,0,0,0
3,-1,0,0,5,29,1,0,0
3,-1,0,0,2,30,1,0,0
3,-1,0,2,2,27,1,0,0
2,98,3,0,7,29,0,0,0
3,-1,0,0,1,5,1,0,0
3,-1,0,0,2,8,1,0,0
1,137,11,1,7,19,0,0,1
1,164,4,0,2,30,1,0,1
3,-1,0,0,2,19,0,0,0
3,-1,0,2,3,27,1,0,0
2,122,2,0,1,1,0,0,0
3,-1,0,0,3,17,0,0,0
3,-1,0,0,2,19,0,0,0
3,-1,0,0,2,2,0,0,0
3,-1,0,0,9,7,0,0,0
3,-1,0,1,5,16,1,0,0
3,-1,0,0,4,15,1,0,0
3,-1,0,2,5,3,1,0,0
3,-1,0,2,2,17,0,0,0
3,-1,0,2,2,2,0,0,0
3,-1,0,2,2,30,1,0,0
3,-1,0,1,4,12,1,0,0
3,-1,0,2,1,5,1,0,0
3,-1,0,2,2,27,1,0,0
3,-1,0,2,4,11,0,0,0
3,-1,0,0,2,11,0,0,0
3,-1,0,0,5,19,0,0,0
3,-1,0,2,1,23,1,0,0
3,-1,0,0,7,22,1,0,0
3,-1,0,2,3,23,1,0,0
3,-1,0,0,2,21,0,0,0
3,-1,0,1,2,18,0,0,0
0,136,6,1,2,3,1,0,0
3,-1,0,0,4,29,0,0,0
3,-1,0,0,13,29,0,0,0
3,-1,0,0,4,14,1,0,0
3,-1,0,2,1,12,0,0,0
0,90,5,0,2,30,1,0,0
3,-1,0,0,1,2,1,0,0
3,-1,0,0,4,18,0,0,0
3,-1,0,0,2,21,0,0,0
3,-1,0,2,1,6,0,0,0
3,-1,0,0,2,21,0,0,0
3,-1,0,2,1,5,1,0,0
3,-1,0,0,3,7,0,0,0
0,322,2,0,1,20,1,0,0
3,-1,0,0,8,13,0,0,0
0,186,6,0,1,18,1,0,0
3,-1,0,0,7,18,0,0,0
3,-1,0,0,2,8,1,0,0
3,-1,0,2,4,9,0,0,0
3,-1,0,0,2,20,1,0,0
0,366,6,0,8,14,1,0,0
3,-1,0,0,1,3,1,0,0
3,-1,0,2,1,20,1,0,0
0,356,4,0,2,18,1,0,0
3,-1,0,0,1,7,1,0,0
3,-1,0,0,1,8,0,0,0
3,-1,0,0,4,7,0,0,0
0,181,2,0,5,15,0,0,1
3,-1,0,2,1,3,1,0,0
3,-1,0,0,1,7,0,0,1
3,-1,0,0,2,12,1,0,0
3,-1,0,2,1,8,1,0,0
3,-1,0,2,2,6,1,0,0
3,-1,0,0,1,9,0,0,0
3,-1,0,0,2,7,1,0,0
3,-1,0,0,1,5,1,0,0
3,-1,0,0,1,8,0,0,0
3,-1,0,1,2,28,0,0,0
3,-1,0,0,4,8,0,0,0
3,-1,0,0,4,18,1,0,0
3,-1,0,0,2,8,1,0,0
3,-1,0,0,2,6,0,0,1
3,-1,0,2,2,2,1,0,0
3,-1,0,2,55,21,1,0,0
0,191,2,0,2,21,0,0,0
3,-1,0,2,2,28,1,0,0
3,-1,0,0,6,16,1,0,0
3,-1,0,2,1,5,1,0,0
3,-1,0,0,2,16,1,0,0
3,-1,0,0,4,30,1,0,0
3,-1,0,2,2,16,0,0,0
3,-1,0,2,2,26,0,0,0
0,313,9,0,3,6,1,0,0
0,199,2,0,1,17,1,0,0
3,-1,0,2,1,19,1,0,0
3,-1,0,2,3,9,0,0,0
3,-1,0,1,2,11,1,0,0
3,-1,0,1,2,27,0,0,1
3,-1,0,2,1,19,0,0,0
3,-1,0,2,4,19,1,0,0
3,-1,0,0,2,21,0,0,0
1,293,1,0,2,7,1,0,0
