age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
57,1,0,0,0,-238,0,0,2,27,6,79,1,-1,0,3,0
31,9,0,1,0,6890,1,0,2,12,8,34,1,-1,0,3,0
31,9,0,1,0,183,0,0,0,16,0,495,1,-1,0,3,1
36,7,0,1,0,3988,1,1,0,14,8,141,1,-1,0,3,0
45,1,0,0,0,2523,1,0,0,13,8,110,4,-1,0,3,0
51,9,0,1,0,3899,1,1,1,18,9,82,6,-1,0,3,0
59,0,0,1,0,1675,0,1,0,7,1,113,2,-1,0,3,0
60,7,0,1,0,594,1,0,0,3,3,35,7,265,5,1,0
72,4,0,2,0,7003,0,0,1,24,5,116,3,-1,0,3,0
62,5,0,2,0,4692,1,0,0,13,4,113,1,90,1,0,0
36,9,0,2,0,202,0,0,0,29,4,313,1,120,3,0,1
55,1,0,3,0,23,0,0,0,30,4,143,1,2,3,1,0
37,1,0,1,0,80,1,1,2,9,1,6,1,461,5,0,0
57,4,0,2,0,9103,0,1,2,20,6,1098,2,-1,0,3,1
49,1,0,0,0,383,1,1,2,26,8,31,1,-1,0,3,0
58,4,0,2,0,1384,1,0,0,27,7,342,1,-1,0,3,1
46,1,0,0,0,2904,0,0,0,20,0,277,2,-1,0,3,0
60,4,0,2,0,4063,0,0,0,5,1,56,2,-1,0,3,0
29,1,0,1,0,358,0,0,0,21,5,88,5,-1,0,3,0
40,1,0,0,0,2880,1,0,2,6,8,145,2,-1,0,3,0
37,7,0,1,0,4017,0,0,0,30,0,665,2,196,1,2,1
41,9,0,1,0,2123,0,0,0,18,9,232,1,102,2,0,0
36,1,0,1,0,402,0,1,0,18,9,86,2,154,1,0,0
30,8,0,2,0,324,0,0,0,25,1,585,4,-1,0,3,0
36,1,0,1,0,535,1,0,0,8,8,121,1,343,3,0,0
32,7,0,1,0,413,1,0,1,13,8,67,1,365,1,0,0
47,1,0,1,0,578,1,0,2,28,8,146,1,-1,0,3,0
49,4,0,2,0,1,0,0,1,4,8,1076,3,175,1,2,1
42,1,0,3,0,732,1,0,1,20,0,33,1,339,1,0,0
58,5,0,1,1,-146,0,1,0,28,1,192,8,-1,0,3,0
50,0,0,1,1,-437,1,1,2,17,6,83,1,-1,0,3,0
39,9,0,1,0,0,0,0,0,6,1,84,4,-1,0,3,0
24,1,0,1,0,0,1,0,2,18,6,154,4,-1,0,3,0
41,1,0,1,1,-750,1,1,0,21,5,251,3,-1,0,3,0
49,4,0,2,0,735,1,0,2,13,8,50,3,-1,0,3,0
37,6,0,1,1,0,1,0,0,17,5,158,1,-1,0,3,0
48,0,0,1,0,1208,0,0,1,18,9,126,4,-1,0,3,0
45,4,0,2,0,4112,0,0,0,18,1,140,13,-1,0,3,0
47,4,0,2,0,60,0,0,2,2,6,282,7,-1,0,3,0
33,0,0,1,0,0,0,0,2,19,8,326,2,-1,0,3,0
41,3,0,0,0,216,0,0,0,13,1,152,2,-1,0,3,0
48,1,0,0,0,14,0,1,0,7,5,120,1,-1,0,3,0
48,9,0,1,0,1526,0,0,0,6,1,273,2,-1,0,3,0
34,0,0,1,0,1467,1,0,0,17,0,113,1,332,2,0,0
37,9,0,1,0,1120,1,0,0,29,4,88,3,244,5,0,0
54,9,0,1,0,472,1,1,2,17,9,229,2,150,1,0,0
32,9,0,1,0,-95,1,0,0,29,5,935,4,-1,0,3,0
37,9,0,1,0,807,1,0,0,12,8,807,3,172,4,0,0
43,1,0,1,0,117,1,0,0,14,8,73,1,370,1,0,0
31,2,0,1,0,1302,1,0,0,30,5,89,3,-1,0,3,0
32,4,0,2,0,2976,1,0,2,21,8,174,1,-1,0,3,0
35,0,0,1,0,-203,1,0,0,11,5,1649,2,-1,0,3,1
38,9,0,2,0,216,0,0,0,19,1,141,4,-1,0,3,0
34,1,0,0,0,-204,1,0,0,14,8,61,6,-1,0,3,0
35,1,0,0,0,3468,1,0,2,21,8,72,3,-1,0,3,0
52,1,0,1,0,2231,1,1,2,19,8,470,4,-1,0,3,0
53,4,0,2,0,3443,1,0,2,28,8,48,2,-1,0,3,0
35,9,0,1,0,481,1,1,1,28,4,141,4,164,1,1,0
25,4,0,2,0,3,1,1,0,21,5,690,3,-1,0,3,0
41,1,0,0,1,76,0,1,0,10,5,439,1,-1,0,3,0
51,1,0,0,0,603,1,0,0,24,5,853,2,-1,0,3,1
55,9,0,2,0,1320,0,0,0,28,5,340,1,91,2,2,1
36,4,0,2,0,387,0,0,0,2,6,327,1,-1,0,3,0
44,7,0,1,0,-1621,1,1,2,3,6,171,5,-1,0,3,0
46,1,0,1,0,0,1,0,2,23,8,172,3,-1,0,3,0
44,1,0,1,0,1025,1,0,2,18,6,200,1,-1,0,3,0
30,1,0,0,0,1101,1,1,0,2,5,590,1,225,3,0,0
42,4,0,1,0,-105,1,0,0,28,1,60,2,-1,0,3,0
40,7,0,1,0,1185,1,0,0,11,8,94,1,-1,0,3,0
60,0,0,1,0,1880,1,0,2,15,8,196,4,-1,0,3,0
33,7,0,1,0,-329,1,0,0,9,0,113,1,-1,0,3,0
37,9,0,1,0,1063,1,0,0,31,5,413,2,-1,0,3,0
43,1,0,1,0,1559,1,0,2,30,8,123,1,-1,0,3,0
36,1,0,0,0,4608,1,0,0,14,8,284,7,-1,0,3,0
41,0,0,1,0,3204,0,1,0,30,4,210,2,-1,0,3,0
56,9,0,1,0,76,1,0,0,28,5,93,3,-1,0,3,0
34,1,0,1,0,1924,1,1,0,1,0,161,2,253,1,0,0
27,4,0,2,0,1531,1,0,0,15,8,187,1,367,4,0,0
50,1,0,0,0,3764,0,0,1,9,11,214,2,99,4,0,1
48,10,0,0,0,551,1,0,2,29,8,162,2,-1,0,3,0
49,9,0,1,0,313,0,0,0,9,5,115,2,-1,0,3,0
30,9,0,2,0,239,0,0,1,20,10,73,1,-1,0,3,0
43,1,0,1,0,2160,0,0,0,2,6,169,1,-1,0,3,1
36,9,0,1,0,0,0,0,0,19,1,120,6,-1,0,3,0
35,1,0,1,0,4,1,1,0,16,5,130,6,-1,0,3,0
40,0,0,1,0,1060,1,0,0,17,0,14,3,-1,0,3,0
34,2,0,1,0,3119,1,0,2,21,8,250,4,-1,0,3,0
32,3,0,0,0,3786,0,0,0,8,1,93,1,-1,0,3,0
38,1,0,0,0,1495,1,0,2,2,6,74,3,-1,0,3,0
45,4,0,2,0,766,1,0,1,25,5,59,15,-1,0,3,0
43,3,0,1,0,150,0,0,1,28,5,290,7,-1,0,3,0
34,4,0,2,0,169,0,0,0,25,1,115,4,-1,0,3,0
44,4,0,1,0,8262,1,0,0,23,5,201,16,-1,0,3,0
46,9,0,2,0,31630,0,0,0,30,9,448,2,214,1,0,0
31,9,0,1,0,246,0,0,0,7,1,159,2,-1,0,3,0
36,9,0,1,0,1497,0,1,0,21,9,455,2,94,3,1,0
50,1,0,0,0,480,1,0,2,20,6,99,5,-1,0,3,0
58,4,0,1,0,835,0,0,2,9,6,164,1,-1,0,3,0
33,1,0,1,0,249,1,0,0,14,8,7,7,287,4,0,0
33,4,0,2,0,0,1,0,0,9,7,305,1,326,1,2,1
32,9,0,1,0,1308,1,0,0,21,9,274,3,-1,0,3,0
28,1,0,1,0,0,1,0,2,26,8,245,3,-1,0,3,0
41,2,0,1,0,2480,1,0,2,11,6,394,2,-1,0,3,0
40,1,0,1,0,1522,1,1,2,14,8,168,2,-1,0,3,0
41,4,0,2,0,783,1,0,0,14,5,126,3,-1,0,3,0
33,4,0,2,0,2374,1,1,0,8,1,212,2,-1,0,3,0
46,1,0,1,0,137,0,0,2,20,6,252,3,-1,0,3,0
42,1,0,1,0,680,1,0,0,15,8,306,4,365,2,0,0
43,1,0,0,0,575,0,0,0,2,3,237,1,-1,0,3,0
40,1,0,1,0,2932,1,0,2,9,6,22,17,-1,0,3,0
51,7,0,1,0,615,0,0,0,2,3,1110,2,-1,0,3,0
45,1,0,0,0,1691,1,0,2,14,8,57,1,-1,0,3,0
53,9,0,3,0,253,1,0,0,8,8,763,1,-1,0,3,0
59,5,0,1,0,1080,0,0,0,21,0,645,2,-1,0,3,0
42,3,0,0,0,2328,0,0,0,20,1,133,2,-1,0,3,0
39,0,0,2,0,9143,0,0,0,29,5,851,2,-1,0,3,0
43,9,0,2,0,591,1,0,0,12,8,123,4,277,2,0,0
59,2,0,0,0,0,0,0,2,19,6,239,1,-1,0,3,0
35,9,0,1,0,6,1,0,0,11,8,204,2,348,2,0,0
38,4,0,2,0,14190,1,0,0,31,5,48,3,-1,0,3,0
41,4,0,0,0,469,1,1,0,12,8,344,1,-1,0,3,0
45,5,0,1,0,22,0,1,1,6,1,276,3,-1,0,3,0
34,4,0,2,0,250,0,0,0,9,2,787,1,188,8,1,0
43,9,0,1,0,17655,1,0,0,18,9,31,1,-1,0,3,0
51,1,0,1,0,0,1,0,0,21,9,8,6,-1,0,3,0
38,0,0,3,0,4583,1,0,0,17,9,191,2,-1,0,3,0
48,9,0,1,0,1600,0,0,0,5,1,117,1,-1,0,3,0
26,9,0,1,0,-293,1,1,2,5,6,64,2,-1,0,3,0
54,9,0,1,0,1865,1,0,2,28,8,125,2,-1,0,3,0
57,3,0,1,0,158,1,0,1,10,5,73,1,-1,0,3,0
34,4,0,2,0,272,1,0,0,21,5,237,2,-1,0,3,0
42,6,0,1,0,2,1,0,0,14,8,51,5,-1,0,3,0
57,3,0,1,0,0,0,0,0,17,9,56,1,-1,0,3,0
52,0,0,1,0,-732,1,1,2,28,8,61,2,-1,0,3,0
39,4,0,2,0,-1026,1,0,2,26,8,200,2,-1,0,3,0
39,3,0,0,0,1146,1,0,1,10,5,364,1,-1,0,3,0
42,1,0,3,0,524,0,0,2,17,6,220,1,-1,0,3,0
47,4,0,2,0,3158,1,0,2,14,8,282,1,-1,0,3,0
26,6,0,2,0,174,1,0,0,3,3,222,3,-1,0,3,0
49,1,0,1,0,26,1,0,2,6,8,276,2,-1,0,3,0
46,1,0,1,0,243,1,0,2,3,6,310,4,-1,0,3,0
29,7,0,1,0,308,1,0,2,28,8,75,1,-1,0,3,0
32,9,0,1,0,3271,0,0,0,12,3,375,1,374,1,1,1
42,4,0,2,0,877,1,0,2,14,8,238,1,-1,0,3,0
51,1,0,3,0,1137,0,0,2,11,6,76,1,-1,0,3,0
60,6,0,1,0,0,0,0,2,6,6,97,1,-1,0,3,0
36,1,0,0,0,49,1,0,0,15,8,232,2,365,5,1,0
41,4,0,2,0,2251,0,0,0,26,1,338,9,-1,0,3,0
40,4,0,2,0,2935,1,0,0,18,1,192,2,-1,0,3,0
38,4,0,2,0,4174,0,0,0,23,10,336,2,184,5,0,1
54,1,0,1,0,-135,1,0,0,14,8,152,3,370,2,0,0
27,4,0,2,0,1,1,0,0,22,5,152,1,-1,0,3,0
31,4,0,2,0,6138,0,0,0,16,10,154,2,119,5,0,1
32,4,0,2,0,8,1,0,0,26,8,175,2,-1,0,3,0
46,9,0,2,0,16,0,0,0,30,5,121,3,-1,0,3,0
40,2,0,2,1,0,0,0,2,19,6,952,4,-1,0,3,1
46,6,0,2,0,2421,0,0,0,19,9,1084,1,100,4,0,1
38,4,0,1,0,242,0,0,0,17,9,88,2,-1,0,3,0
44,6,0,2,0,425,0,0,2,6,6,147,1,-1,0,3,0
43,4,0,2,0,422,0,0,0,12,1,110,1,-1,0,3,0
37,1,0,0,0,120,1,0,0,8,8,80,4,358,1,1,0
35,4,0,2,0,300,1,0,0,15,5,555,2,-1,0,3,0
40,4,0,2,0,3352,1,0,1,23,10,138,1,-1,0,3,1
26,4,0,0,0,1349,1,0,2,9,8,275,1,-1,0,3,0
30,1,0,0,1,0,1,1,2,28,8,92,5,-1,0,3,0
36,4,0,2,0,190,1,0,0,5,3,217,1,-1,0,3,0
36,1,0,1,0,-251,1,0,2,7,8,162,1,-1,0,3,0
51,1,0,1,0,50,1,1,2,6,8,121,1,-1,0,3,0
41,0,0,1,0,1309,1,0,2,14,8,568,1,-1,0,3,0
37,7,0,1,0,895,1,1,0,4,3,219,2,245,1,0,0
33,1,0,1,0,4996,1,0,0,18,8,15,9,363,2,0,0
53,6,0,2,0,730,1,0,2,2,9,18,1,368,2,0,0
37,4,0,2,0,238,0,0,0,3,3,185,1,92,1,2,1
38,11,0,0,0,0,0,0,2,6,6,414,2,-1,0,3,0
48,4,0,2,0,11,1,0,0,21,1,102,9,-1,0,3,0
39,2,0,0,0,13930,1,0,0,25,5,337,2,-1,0,3,0
31,9,0,1,0,-556,1,0,0,7,1,115,2,-1,0,3,0
34,1,0,1,0,2595,1,1,0,17,0,126,1,336,2,1,0
43,9,0,2,0,4333,1,0,0,20,9,1490,3,-1,0,3,1
45,1,0,0,0,137,1,1,2,16,8,187,19,-1,0,3,0
45,0,0,1,0,205,0,0,0,4,8,552,1,90,2,2,1
40,9,0,1,0,4,1,1,0,4,1,135,3,-1,0,3,0
39,0,0,1,0,168,1,0,0,19,9,183,1,-1,0,3,0
53,0,0,1,0,244,1,1,2,6,8,197,2,-1,0,3,0
41,9,0,1,0,-274,1,0,2,27,8,182,3,-1,0,3,0
32,3,0,1,0,156,0,1,0,28,1,82,4,-1,0,3,0
49,0,0,1,0,428,1,0,2,5,8,50,1,-1,0,3,0
36,9,0,1,0,432,1,0,0,29,1,65,2,-1,0,3,0
47,4,0,2,0,838,0,0,0,11,1,72,3,-1,0,3,0
36,4,0,2,0,144,1,0,2,6,8,164,2,-1,0,3,0
56,0,0,1,0,20,0,0,2,3,5,130,1,-1,0,3,0
34,9,0,2,0,691,1,1,2,2,6,70,1,-1,0,3,0
55,1,0,0,0,512,0,0,0,5,1,1200,2,-1,0,3,1
48,4,0,0,0,606,0,0,0,7,11,589,3,186,6,0,0
30,4,0,2,0,1221,1,0,1,25,5,279,4,-1,0,3,1
55,6,0,1,0,2408,0,0,1,20,9,172,1,-1,0,3,0
36,0,0,1,0,131,1,0,0,2,3,83,1,-1,0,3,0
39,1,0,0,0,7685,1,0,0,14,0,493,3,-1,0,3,0
44,1,0,0,0,420,1,0,2,7,8,110,2,-1,0,3,0
55,1,0,1,0,4577,0,0,0,15,6,24,1,-1,0,3,0
40,1,0,1,0,0,1,0,2,16,8,167,2,-1,0,3,0
41,9,0,1,0,799,0,0,0,31,5,125,6,-1,0,3,0
43,7,0,1,0,384,1,1,2,19,8,277,3,-1,0,3,0
42,1,0,0,0,784,0,0,0,28,0,428,3,-1,0,3,0
34,10,0,2,0,181,1,0,0,2,3,110,1,-1,0,3,0
44,9,0,2,0,4580,1,0,2,15,8,911,2,-1,0,3,1
52,7,0,1,0,497,1,0,1,15,5,265,5,-1,0,3,0
39,7,0,1,0,304,1,1,2,9,8,323,1,-1,0,3,0
52,4,0,1,0,0,0,0,0,30,5,249,3,-1,0,3,0
26,8,0,1,0,289,0,0,0,29,4,220,1,-1,0,3,0
50,7,0,1,0,57435,1,0,0,21,9,319,3,-1,0,3,0
58,3,0,1,0,4840,0,0,2,11,6,366,1,-1,0,3,0
58,1,0,0,0,226,1,1,0,10,8,135,3,-1,0,3,0
35,5,0,0,0,329,0,1,0,8,5,520,3,-1,0,3,0
39,1,0,0,0,1373,1,0,1,28,5,81,5,-1,0,3,0
40,9,0,1,0,336,0,0,0,27,1,156,6,-1,0,3,0
52,1,0,0,0,58,1,0,2,6,8,213,3,-1,0,3,0
58,4,0,2,0,3948,0,1,0,13,1,76,1,-1,0,3,0
34,9,0,1,0,0,0,1,0,9,5,62,1,-1,0,3,0
58,1,0,1,0,544,0,0,2,17,6,97,1,-1,0,3,0
38,0,0,1,0,3732,1,0,2,21,8,379,2,-1,0,3,0
31,0,0,1,0,879,1,0,0,13,8,394,1,-1,0,3,1
28,0,0,2,0,654,0,0,0,28,4,198,1,-1,0,3,0
53,6,0,2,0,451,1,0,0,2,3,125,1,249,2,0,0
45,11,0,0,0,586,1,0,1,21,5,90,3,-1,0,3,0
34,1,0,0,0,277,1,0,0,17,0,76,2,-1,0,3,0
40,7,0,1,0,2172,1,1,2,13,8,1386,1,-1,0,3,0
32,6,0,2,0,322,1,0,0,4,3,192,2,272,1,0,0
43,0,0,1,0,506,0,0,2,20,6,398,1,-1,0,3,0
36,1,0,0,0,287,1,0,2,30,8,157,3,-1,0,3,0
48,9,0,1,0,1981,1,0,0,16,6,404,3,92,5,0,0
29,1,0,1,0,508,1,1,2,19,6,262,5,-1,0,3,0
52,1,0,3,0,0,1,0,0,9,5,1486,1,-1,0,3,1
53,1,0,0,0,465,1,0,0,7,5,111,2,-1,0,3,0
52,10,0,1,0,1416,0,0,0,13,11,218,3,187,3,2,1
41,9,0,1,0,1788,0,0,0,28,1,222,1,-1,0,3,0
36,1,0,3,0,714,0,0,2,9,8,277,3,-1,0,3,0
32,1,0,0,0,4,1,0,2,26,8,76,5,-1,0,3,0
30,7,0,1,0,-134,1,1,0,7,5,61,1,-1,0,3,0
46,1,0,0,0,494,1,0,0,15,8,131,3,365,1,1,0
33,4,0,2,0,1602,0,0,0,21,9,44,3,-1,0,3,0
34,4,0,2,0,3031,0,0,0,14,1,94,6,-1,0,3,0
60,5,0,1,0,819,1,0,2,19,8,110,2,-1,0,3,0
45,4,0,3,0,1525,0,0,0,29,5,36,2,-1,0,3,0
41,3,0,0,0,1618,1,0,0,7,5,134,2,-1,0,3,0
40,7,0,1,0,4157,1,0,2,15,8,735,1,-1,0,3,0
83,5,0,2,0,4761,0,0,1,9,6,294,2,93,1,2,0
36,4,0,2,0,105,0,0,0,28,4,76,1,-1,0,3,0
34,1,0,1,0,1089,1,0,0,13,8,394,3,-1,0,3,1
47,9,0,1,0,332,1,0,0,2,3,276,1,269,1,2,0
54,9,0,1,0,3967,0,1,0,29,5,90,3,-1,0,3,0
30,1,0,1,0,-99,1,0,0,15,8,144,5,-1,0,3,0
32,4,0,2,0,2737,1,1,0,21,9,44,4,182,1,0,0
35,6,0,2,0,1178,1,1,0,14,10,727,3,182,2,1,0
39,7,0,1,0,-540,0,0,2,6,6,29,1,-1,0,3,0
32,7,0,1,0,3756,1,0,2,4,6,85,3,-1,0,3,0
26,2,0,1,0,-142,1,0,0,17,5,126,1,-1,0,3,0
26,1,0,0,0,-219,1,1,2,15,8,311,5,-1,0,3,0
45,9,0,1,0,44,1,0,2,5,8,95,4,-1,0,3,0
45,3,0,1,0,4068,0,0,0,20,1,184,1,-1,0,3,1
60,4,0,2,0,36,1,0,2,16,8,194,3,-1,0,3,0
46,4,0,2,0,-191,1,0,0,5,3,674,3,202,3,0,0
31,9,0,1,0,6699,0,0,0,4,1,436,1,-1,0,3,0
41,1,0,1,0,1539,1,0,0,21,9,139,6,130,3,0,0
57,4,0,2,0,1571,0,0,2,11,6,230,13,-1,0,3,0
50,9,0,1,0,4,0,0,0,10,5,200,5,-1,0,3,0
48,0,0,0,0,4459,1,0,0,3,0,439,2,240,1,0,0
36,0,0,1,0,670,1,0,0,25,5,126,3,-1,0,3,0
39,2,0,2,0,442,0,0,0,21,9,10,3,-1,0,3,0
41,1,0,0,0,381,0,0,2,25,6,305,4,-1,0,3,0
39,1,0,0,0,477,1,1,0,21,9,229,2,-1,0,3,0
41,9,0,1,0,3432,0,0,0,6,1,140,3,-1,0,3,0
29,1,0,0,1,-43,1,0,2,9,8,484,1,-1,0,3,0
55,9,0,1,0,1816,0,0,0,5,1,197,1,-1,0,3,0
37,4,0,2,0,5016,0,0,0,8,1,119,1,-1,0,3,0
47,4,0,2,0,3663,0,0,0,29,10,424,2,213,3,2,1
52,0,0,1,0,4233,0,0,2,11,6,158,2,-1,0,3,0
32,9,0,0,0,62,1,1,2,13,8,120,1,-1,0,3,0
26,0,0,1,0,5231,0,1,0,17,5,222,2,-1,0,3,0
63,5,0,0,0,12067,0,0,1,29,0,660,1,191,1,0,1
47,2,0,1,0,2192,1,0,0,17,9,134,1,-1,0,3,0
37,4,0,2,0,-491,1,0,0,5,3,80,2,-1,0,3,0
33,9,0,1,0,133,0,0,0,4,8,218,1,-1,0,3,1
49,6,0,2,0,503,1,0,0,6,3,310,4,200,1,0,0
29,0,0,2,0,167,1,1,0,13,10,357,2,237,2,0,0
50,7,0,1,0,1126,0,0,0,4,1,679,1,-1,0,3,0
45,0,0,1,1,1,0,0,1,2,3,1028,2,207,1,1,0
49,3,0,0,0,3436,0,0,2,16,6,171,2,-1,0,3,0
42,1,0,0,0,659,1,0,0,11,8,91,1,-1,0,3,0
45,4,0,2,0,1373,1,0,2,3,6,192,4,-1,0,3,0
51,1,0,0,0,6343,1,0,0,26,1,28,20,-1,0,3,0
42,4,0,0,0,-679,1,1,0,6,8,159,1,343,2,0,0
40,1,0,0,0,409,1,0,2,15,8,191,1,-1,0,3,0
27,6,0,2,0,10005,1,0,0,14,0,163,3,271,2,0,0
35,0,0,1,0,2238,1,0,2,23,8,42,3,-1,0,3,0
45,1,0,0,0,660,1,0,0,14,5,329,2,-1,0,3,0
59,0,0,2,0,349,0,0,0,12,1,124,4,-1,0,3,0
36,1,0,1,0,-477,1,0,0,30,4,473,2,-1,0,3,0
33,9,0,1,0,-160,1,0,0,21,5,898,5,-1,0,3,0
37,9,0,1,0,712,1,0,0,18,9,291,2,-1,0,3,0
46,9,0,1,0,1307,1,0,2,29,8,404,1,-1,0,3,0
53,7,0,1,0,1364,0,0,0,25,5,77,1,-1,0,3,0
58,1,0,0,0,47,0,0,0,6,1,281,2,-1,0,3,0
37,1,0,1,0,1403,0,0,2,9,10,14,1,-1,0,3,0
59,7,0,0,0,31,0,0,2,16,6,41,3,-1,0,3,0
42,4,0,2,0,37,0,0,0,21,1,299,1,-1,0,3,0
28,7,0,1,0,510,1,1,0,8,5,1767,2,-1,0,3,1
41,11,0,3,0,779,0,0,0,30,5,647,10,-1,0,3,0
35,1,0,1,0,154,1,0,2,23,8,211,4,-1,0,3,0
44,4,0,2,0,-8,1,0,0,11,8,472,1,356,2,0,0
41,4,0,1,0,3096,1,0,0,24,5,273,6,-1,0,3,0
25,7,0,1,0,10,1,0,0,17,5,114,1,-1,0,3,0
30,9,0,1,0,274,1,1,0,21,9,105,5,102,2,0,0
26,1,0,1,0,1101,0,0,1,9,5,206,1,-1,0,3,0
33,7,0,1,0,1082,1,1,0,19,9,351,1,-1,0,3,0
29,4,0,2,0,1441,1,0,0,30,0,185,1,85,2,2,0
28,1,0,1,0,-470,1,0,0,7,8,275,2,-1,0,3,0
43,0,0,0,0,392,1,1,0,11,5,87,2,-1,0,3,0
33,0,0,1,0,581,1,0,0,19,9,193,2,-1,0,3,0
52,9,0,1,0,83,0,0,1,22,5,135,3,-1,0,3,0
29,9,0,2,0,975,0,0,2,1,5,56,1,-1,0,3,0
35,0,0,1,0,2374,1,0,0,11,1,765,2,183,5,2,1
46,9,0,1,0,6086,0,0,0,11,1,210,2,-1,0,3,0
48,1,0,1,0,4259,0,0,0,31,5,84,7,-1,0,3,0
30,0,0,1,0,521,1,0,0,19,9,648,1,-1,0,3,0
53,10,0,1,0,329,1,0,0,29,5,69,2,-1,0,3,0
59,11,0,3,0,1500,0,0,0,16,9,280,1,104,2,0,0
34,9,0,1,0,1035,0,0,0,25,1,1374,10,-1,0,3,1
54,1,0,1,0,153,0,0,2,20,6,7,12,-1,0,3,0
44,1,0,1,0,3060,1,0,0,20,0,87,2,151,3,0,0
34,4,0,2,0,1778,0,0,0,5,1,329,2,181,4,0,0
40,0,0,1,0,1614,0,0,0,24,5,338,1,-1,0,3,0
30,1,0,1,0,194,1,0,0,8,8,475,3,-1,0,3,0
43,7,0,0,0,822,1,0,2,16,8,112,1,-1,0,3,0
49,0,0,1,0,2254,0,0,0,5,1,77,1,-1,0,3,0
33,1,0,1,0,370,1,0,0,8,0,249,1,-1,0,3,0
33,9,0,1,0,0,0,0,0,19,1,78,3,-1,0,3,0
57,5,0,0,0,0,0,1,0,29,5,112,3,-1,0,3,0
37,10,0,1,0,1038,0,0,2,20,6,307,3,-1,0,3,0
38,7,0,1,0,155,1,0,2,5,8,248,1,-1,0,3,0
40,6,0,1,0,0,1,0,0,11,8,657,1,-1,0,3,1
28,0,0,1,0,-393,1,1,0,7,8,247,2,349,2,0,0
28,4,0,2,0,577,1,0,0,16,0,152,1,-1,0,3,0
36,0,0,1,0,1295,0,0,2,16,6,232,3,-1,0,3,0
40,4,0,1,0,752,0,1,0,21,9,456,1,157,1,0,0
43,4,0,2,0,2696,1,0,0,28,1,86,10,-1,0,3,0
32,4,0,2,0,3154,0,0,0,3,6,126,1,44,4,0,0
35,10,0,1,0,977,1,0,0,4,8,52,4,91,1,1,0
59,0,0,3,0,0,0,0,2,11,6,242,2,-1,0,3,0
37,7,0,1,0,144,1,0,0,20,0,724,2,-1,0,3,0
36,0,0,1,0,540,0,1,0,7,1,95,2,-1,0,3,0
52,4,0,2,0,19797,1,0,2,2,6,966,3,-1,0,3,0
42,7,0,1,0,-1,1,0,0,8,5,38,2,-1,0,3,0
42,2,0,1,0,46,0,0,0,2,3,1013,1,-1,0,3,0
34,7,0,1,0,4963,1,0,0,17,0,208,1,332,2,0,0
50,9,0,2,0,72,0,0,1,5,2,12,1,-1,0,3,0
