age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
30,1,0,1,0,-209,1,0,2,6,8,188,2,-1,0,3,0
35,9,0,1,0,-94,1,0,2,26,8,114,2,-1,0,3,0
52,1,0,0,0,98,0,1,1,9,5,271,1,-1,0,3,0
68,5,0,1,0,4189,0,0,1,14,5,897,2,-1,0,3,1
59,1,0,0,0,1265,0,1,0,7,5,849,1,-1,0,3,1
55,1,0,1,0,1613,1,0,0,3,0,296,1,270,3,0,1
36,7,0,1,0,241,1,0,2,8,8,133,1,-1,0,3,0
56,7,0,1,0,935,0,0,0,26,3,112,1,227,2,0,0
50,1,0,1,0,-1,1,0,1,20,0,151,1,-1,0,3,0
49,4,0,2,0,914,0,0,0,4,1,185,1,-1,0,3,1
51,4,0,2,0,482,1,0,2,14,8,178,1,-1,0,3,0
47,1,0,1,0,-332,0,1,0,5,3,48,2,-1,0,3,0
56,5,0,1,0,-890,1,0,0,10,5,467,1,-1,0,3,0
56,3,0,0,1,1238,0,0,2,5,6,1558,1,-1,0,3,1
42,0,0,1,0,241,1,0,0,15,8,1012,3,-1,0,3,1
59,1,0,0,0,4399,1,0,1,31,5,69,8,-1,0,3,0
46,2,0,2,0,567,1,0,0,17,9,554,2,-1,0,3,0
46,7,0,1,0,15,0,0,0,19,9,314,3,-1,0,3,0
44,4,0,2,0,3932,1,0,2,8,8,40,2,-1,0,3,0
33,10,0,1,0,385,0,0,1,27,1,29,28,-1,0,3,0
49,0,0,1,0,132,1,0,0,15,8,98,1,350,1,0,0
56,5,0,1,0,-663,1,0,2,27,8,243,2,-1,0,3,0
52,2,0,2,0,1089,0,1,0,9,3,216,4,-1,0,3,0
56,1,0,0,0,-9,1,1,0,8,8,728,1,-1,0,3,1
54,4,0,2,0,6410,0,0,0,20,9,101,2,-1,0,3,0
26,7,0,0,1,2,1,1,0,25,5,22,16,-1,0,3,0
86,5,0,3,0,157,0,0,1,7,11,147,1,-1,0,3,0
56,10,0,0,0,282,0,0,0,28,4,156,2,-1,0,3,0
35,4,0,2,0,3837,1,0,2,8,8,1084,1,-1,0,3,1
44,4,0,2,0,0,1,0,1,7,8,146,4,-1,0,3,0
39,2,0,2,1,-251,0,0,2,20,6,421,6,-1,0,3,0
42,1,0,1,0,3407,0,0,0,7,5,277,2,-1,0,3,0
43,4,0,2,0,171,0,0,0,18,1,67,2,-1,0,3,0
36,4,0,2,1,36,0,0,0,6,1,836,4,-1,0,3,1
39,7,0,1,0,-421,1,1,0,18,5,374,17,-1,0,3,0
41,7,0,0,0,308,0,0,0,31,5,73,1,-1,0,3,0
34,9,0,1,0,7,1,1,0,29,1,273,2,-1,0,3,0
38,0,0,1,0,485,1,0,0,2,3,252,1,-1,0,3,0
54,0,0,1,0,200,0,0,0,3,6,170,1,-1,0,3,1
41,9,0,2,0,4276,1,0,0,12,3,103,3,-1,0,3,0
57,3,0,0,0,395,0,0,2,11,6,125,1,-1,0,3,0
37,7,0,0,0,0,1,0,2,18,6,77,2,-1,0,3,0
41,1,0,0,0,138,1,0,0,18,5,640,3,-1,0,3,1
31,9,0,1,0,10787,1,0,2,4,6,135,2,-1,0,3,0
60,9,0,1,0,-50,0,0,0,28,1,433,12,-1,0,3,0
49,9,0,1,0,95,1,0,0,8,8,90,1,-1,0,3,0
56,4,0,2,0,982,0,0,2,5,6,152,1,-1,0,3,0
34,9,0,1,0,0,1,1,0,20,0,110,3,269,2,1,0
48,7,0,1,0,4906,1,0,0,20,9,200,1,190,1,0,0
46,9,0,1,0,-154,1,0,0,17,5,158,1,-1,0,3,0
49,9,0,2,0,0,1,0,0,12,6,177,3,-1,0,3,0
35,4,0,2,0,505,0,0,0,23,5,142,1,-1,0,3,0
58,2,0,1,0,0,1,0,0,7,8,270,3,-1,0,3,0
50,1,0,0,0,155,1,1,0,18,9,58,1,-1,0,3,0
39,7,0,1,0,229,1,0,0,4,3,238,1,-1,0,3,0
43,4,0,2,0,0,1,0,2,8,8,123,2,-1,0,3,0
51,7,0,1,0,0,0,0,1,30,5,273,4,-1,0,3,0
36,7,0,1,0,543,1,0,0,17,0,101,1,269,2,0,0
48,4,0,0,0,432,1,0,2,20,8,152,2,-1,0,3,0
54,9,0,1,0,320,0,0,0,6,1,254,4,-1,0,3,0
31,0,0,1,0,1210,0,0,0,16,5,350,1,-1,0,3,0
56,9,0,0,0,13,1,0,2,5,8,357,2,-1,0,3,0
60,1,0,0,0,7601,1,0,2,8,8,285,1,-1,0,3,0
38,1,0,0,0,0,1,0,0,13,8,531,2,-1,0,3,1
35,9,0,1,0,556,1,0,2,13,8,214,1,-1,0,3,0
43,2,0,2,0,1756,0,0,2,17,6,89,1,-1,0,3,0
55,4,0,2,0,347,1,0,0,2,3,115,1,-1,0,3,0
41,1,0,0,0,169,1,0,0,5,8,71,1,-1,0,3,0
53,1,0,1,0,-376,1,0,0,9,3,90,2,-1,0,3,0
58,11,0,1,0,3111,1,0,2,13,8,166,2,-1,0,3,0
53,0,0,1,0,-120,1,0,2,27,8,211,1,-1,0,3,0
37,7,0,1,0,726,1,0,0,5,8,136,2,362,2,1,0
60,5,0,1,0,1382,0,0,0,30,5,112,10,-1,0,3,0
47,4,0,2,0,34,1,0,2,7,8,104,1,-1,0,3,0
49,9,0,1,0,-53,1,1,2,26,6,253,1,-1,0,3,0
32,9,0,2,0,2558,0,0,2,5,8,148,2,-1,0,3,0
46,1,0,3,0,2391,1,0,0,31,5,148,2,-1,0,3,0
38,8,0,2,0,2946,0,0,0,16,6,605,3,-1,0,3,1
41,0,0,1,0,261,1,0,0,29,5,797,15,-1,0,3,0
54,0,0,1,0,1383,1,1,0,30,5,622,4,-1,0,3,0
40,1,0,1,0,-426,0,1,2,26,8,245,1,-1,0,3,0
46,0,0,1,0,3280,0,0,0,1,6,110,1,-1,0,3,0
38,7,0,1,0,49,1,0,0,18,8,43,1,367,2,2,0
45,5,0,0,0,261,0,0,2,9,6,123,1,-1,0,3,0
58,9,0,1,0,469,0,0,2,6,8,196,1,-1,0,3,0
32,2,0,1,0,252,0,1,0,8,5,145,2,-1,0,3,0
55,10,0,1,0,309,0,0,0,21,10,467,2,184,1,2,1
56,0,0,3,0,4246,1,0,2,6,8,304,2,-1,0,3,0
55,4,0,1,0,204,1,0,0,11,5,1973,2,-1,0,3,1
45,1,0,0,0,104,1,0,2,16,8,206,4,-1,0,3,0
35,7,0,1,0,828,1,0,0,21,5,87,1,-1,0,3,0
34,4,0,2,0,471,0,0,0,20,0,247,1,332,4,0,0
27,6,0,1,0,165,1,0,0,6,3,1160,2,192,4,0,0
27,8,0,3,0,383,0,0,2,9,5,15,1,-1,0,3,0
44,0,0,1,0,0,0,0,0,14,0,1594,1,148,1,0,1
40,10,0,1,0,6322,0,0,0,4,3,459,1,272,1,0,0
44,4,0,2,0,2367,0,0,0,22,11,263,1,184,6,2,1
41,0,0,1,0,-365,1,0,2,28,8,226,10,-1,0,3,0
58,7,0,1,0,462,0,0,0,13,9,495,1,93,1,2,1
52,4,0,2,0,3,0,0,2,1,5,28,1,-1,0,3,0
41,9,0,1,0,225,1,1,2,13,8,139,1,-1,0,3,0
54,4,0,2,0,2037,0,0,0,2,3,96,1,-1,0,3,0
39,0,0,2,0,1087,0,1,0,23,5,85,2,-1,0,3,0
37,9,0,1,0,4965,0,0,0,6,1,222,2,-1,0,3,0
33,1,0,1,0,0,0,0,0,25,5,374,2,-1,0,3,0
36,0,0,2,0,281,0,0,0,30,4,60,2,2,1,1,0
51,4,0,2,0,1988,1,0,0,11,5,67,1,-1,0,3,0
36,1,0,0,0,17,1,0,0,16,5,329,1,-1,0,3,0
37,7,0,1,0,9,1,1,2,17,6,411,6,-1,0,3,0
39,9,0,1,0,688,1,1,0,19,9,214,1,-1,0,3,0
55,0,0,1,0,0,0,0,2,17,6,76,2,-1,0,3,0
49,0,0,1,1,2405,1,0,0,23,5,216,8,-1,0,3,0
37,7,0,1,0,904,1,0,2,12,8,507,1,-1,0,3,0
41,9,0,2,0,2611,1,0,0,1,6,129,1,314,2,0,0
45,10,0,0,0,407,1,0,0,17,0,196,1,-1,0,3,0
54,9,0,1,0,2156,1,0,0,30,0,258,1,86,5,2,1
44,0,0,1,0,2,1,0,2,19,8,429,1,-1,0,3,0
45,9,0,1,0,-14,0,0,0,14,5,292,3,-1,0,3,0
27,1,0,1,0,1,1,0,0,14,5,116,3,-1,0,3,0
43,0,0,1,0,146,1,0,0,7,8,274,3,358,2,0,0
47,3,0,1,0,1453,0,0,2,12,6,303,1,-1,0,3,0
38,7,0,1,0,6182,1,0,0,14,8,484,3,177,1,1,0
33,1,0,1,0,3546,1,0,2,23,8,777,2,-1,0,3,1
56,9,0,1,0,0,0,0,0,26,1,471,8,-1,0,3,0
40,7,0,1,0,49,0,1,0,18,5,191,1,-1,0,3,0
44,1,0,0,0,75,1,0,0,16,0,614,1,281,1,0,0
52,9,0,1,0,5102,0,0,0,8,1,117,2,-1,0,3,0
55,3,0,3,0,603,0,0,1,31,5,91,2,-1,0,3,0
41,1,0,0,0,1563,1,0,2,15,8,112,1,-1,0,3,0
34,4,0,2,0,70,1,0,2,22,5,5,1,701,6,1,0
36,9,0,2,0,1023,1,0,0,31,5,189,4,-1,0,3,0
48,4,0,1,0,3324,0,0,0,18,1,203,4,-1,0,3,0
52,4,0,2,0,95,0,0,0,13,1,91,2,-1,0,3,0
33,0,0,1,0,961,0,0,0,30,4,308,2,-1,0,3,0
43,9,0,1,0,-36,1,0,0,17,9,190,1,104,1,0,0
55,5,0,0,0,1174,1,0,0,18,9,245,1,-1,0,3,0
36,0,0,1,0,181,1,0,0,7,8,271,2,-1,0,3,0
40,1,0,0,0,54,1,0,0,13,8,10,5,362,3,1,0
42,4,0,2,0,1064,0,0,0,18,1,101,2,-1,0,3,0
49,2,0,0,1,-736,0,0,0,31,5,305,6,-1,0,3,0
42,6,0,2,0,0,0,0,2,11,6,694,2,-1,0,3,0
52,1,0,0,0,29,1,0,0,15,8,223,2,298,1,0,0
44,4,0,2,0,193,0,1,0,8,5,104,2,-1,0,3,0
27,7,0,1,0,397,0,1,0,30,5,192,3,-1,0,3,0
46,1,0,0,0,219,1,0,0,21,9,729,1,-1,0,3,1
29,0,0,1,1,-489,1,0,2,4,6,249,2,-1,0,3,0
56,4,0,2,0,659,0,1,0,2,6,56,1,-1,0,3,0
49,4,0,2,0,300,0,0,0,21,5,316,1,-1,0,3,1
59,5,0,2,0,439,0,1,0,8,5,136,1,-1,0,3,0
52,9,0,2,1,-1014,0,1,0,7,5,154,1,-1,0,3,0
36,4,0,2,0,1057,0,0,0,19,5,230,2,164,2,0,1
44,6,0,2,0,1070,1,0,0,11,9,172,1,91,5,2,1
47,4,0,2,0,-130,1,0,0,30,5,221,4,431,5,1,0
57,4,0,2,0,442,0,0,0,5,3,41,1,253,3,0,0
39,4,0,2,0,1968,0,0,0,21,9,648,1,-1,0,3,1
28,9,0,2,0,594,1,1,2,18,6,54,3,-1,0,3,0
57,4,0,2,0,3287,0,0,0,30,7,277,2,337,1,2,1
55,5,0,1,0,-268,0,1,0,24,5,1417,1,-1,0,3,1
46,6,0,2,0,21,0,0,0,30,5,566,2,-1,0,3,1
35,7,0,1,0,67,1,0,0,5,8,192,2,-1,0,3,0
43,7,0,1,0,0,1,0,2,6,8,125,2,-1,0,3,0
40,0,0,1,0,2550,1,0,2,2,6,424,2,-1,0,3,0
48,0,0,1,0,955,1,0,0,4,3,108,2,265,3,1,0
55,1,0,0,0,215,0,0,2,12,6,202,1,-1,0,3,0
32,2,0,1,0,-934,1,0,0,18,9,50,1,-1,0,3,0
40,9,0,1,0,-375,1,0,0,13,8,60,5,-1,0,3,0
53,4,0,2,0,-187,1,0,0,31,5,27,2,-1,0,3,0
39,1,0,1,0,42,1,0,2,6,8,226,2,-1,0,3,0
53,9,0,1,0,12,0,0,2,5,6,150,2,-1,0,3,0
55,5,0,0,0,925,0,0,2,17,6,254,1,-1,0,3,0
56,9,0,3,0,1939,1,0,0,30,5,121,3,-1,0,3,0
36,0,0,2,0,289,1,1,0,21,9,73,4,-1,0,3,0
48,0,0,1,0,1282,1,0,0,11,8,123,2,343,2,1,0
47,4,0,2,0,12026,1,0,1,27,10,251,1,-1,0,3,1
52,5,0,2,0,3687,1,1,2,16,6,741,4,-1,0,3,1
52,0,0,1,0,1049,0,1,2,4,6,80,6,-1,0,3,0
40,7,0,1,0,9,0,0,0,28,5,154,2,-1,0,3,0
44,1,0,1,0,221,0,0,0,30,5,149,13,-1,0,3,0
83,5,0,0,0,1097,0,0,1,5,7,181,1,-1,0,3,1
59,4,0,1,0,0,1,0,2,28,8,248,6,-1,0,3,0
43,10,0,1,0,0,1,0,0,24,5,229,2,-1,0,3,0
26,0,0,1,0,-45,1,0,2,4,6,357,2,-1,0,3,0
84,5,0,0,0,639,0,0,1,18,8,353,3,-1,0,3,1
42,0,0,1,0,2129,0,0,0,13,1,633,1,182,2,1,1
45,4,0,2,0,6572,1,0,0,17,9,42,2,-1,0,3,0
35,0,0,1,0,-101,1,1,0,6,8,128,1,-1,0,3,0
36,2,0,2,0,3407,0,0,0,9,6,993,4,85,4,2,1
56,3,0,2,0,1059,0,1,2,6,6,57,2,-1,0,3,0
32,1,0,1,0,658,0,0,0,20,9,173,2,-1,0,3,0
46,4,0,2,0,14481,1,0,2,30,8,1269,1,-1,0,3,1
46,2,0,1,0,1187,0,1,0,13,10,92,1,327,1,0,0
49,4,0,2,0,2370,1,1,2,17,9,56,1,103,2,1,0
39,4,0,0,0,516,1,0,0,8,8,207,2,-1,0,3,0
49,1,0,1,0,23,0,0,0,17,9,221,2,-1,0,3,0
30,9,0,2,0,317,1,0,0,25,5,67,5,-1,0,3,0
36,3,0,2,0,7296,1,0,0,18,1,108,6,-1,0,3,0
42,3,0,1,0,3253,0,0,2,20,6,18,7,-1,0,3,0
42,0,0,1,0,146,1,0,2,14,8,148,2,-1,0,3,0
42,2,0,1,0,335,1,0,0,12,8,580,1,-1,0,3,1
55,4,0,2,0,0,0,0,0,22,10,360,5,-1,0,3,1
44,7,0,1,0,0,1,0,0,11,8,151,2,370,2,0,0
51,10,0,1,0,-56,1,0,0,19,9,544,3,-1,0,3,0
34,0,0,1,0,1186,1,1,0,18,9,131,1,-1,0,3,0
56,9,0,1,0,77,1,1,2,28,8,25,2,-1,0,3,0
36,4,0,2,0,36,1,0,0,29,4,227,1,261,6,0,0
51,2,0,2,0,58,1,0,0,30,4,93,1,2,1,1,0
47,7,0,0,0,91,1,0,0,17,0,473,2,339,1,0,0
50,1,0,1,0,203,1,0,1,19,9,265,1,127,4,1,0
43,1,0,0,0,49,1,0,2,9,8,100,1,-1,0,3,0
49,0,0,1,0,283,1,0,2,26,8,614,2,-1,0,3,0
52,2,0,1,0,302,0,0,2,19,6,169,2,-1,0,3,0
58,3,0,1,0,0,0,0,0,2,5,478,2,-1,0,3,1
45,1,0,0,0,452,1,0,0,9,5,96,1,-1,0,3,0
40,7,0,1,0,5745,1,1,2,23,8,37,1,-1,0,3,0
27,0,0,1,0,451,1,0,0,16,5,652,1,-1,0,3,1
49,1,0,0,0,380,1,0,2,14,8,349,2,-1,0,3,0
45,1,0,1,0,-705,0,1,2,3,5,111,1,-1,0,3,0
44,9,0,1,0,316,1,0,0,21,5,163,3,-1,0,3,0
55,7,0,2,0,1983,1,0,1,19,9,123,1,-1,0,3,0
70,5,0,0,0,275,0,0,0,15,0,82,1,-1,0,3,1
60,5,0,0,0,685,0,1,1,21,5,89,1,-1,0,3,0
47,0,0,1,0,-407,1,0,2,27,8,46,1,-1,0,3,0
53,9,0,1,0,281,1,0,0,17,0,171,2,337,9,1,0
34,3,0,1,0,-28,1,0,0,6,3,514,2,-1,0,3,0
59,5,0,0,0,81,1,0,2,5,8,107,1,-1,0,3,0
58,4,0,2,0,26254,1,0,2,21,10,49,1,-1,0,3,0
42,0,0,2,0,6,1,1,0,17,0,403,4,-1,0,3,0
38,0,0,1,1,0,0,1,0,21,5,126,3,-1,0,3,0
40,1,0,1,0,94,1,0,0,29,4,121,1,245,1,0,0
57,7,0,1,0,739,1,0,2,20,8,352,5,-1,0,3,0
52,7,0,1,0,765,1,0,2,20,6,27,3,-1,0,3,0
56,0,0,3,0,789,1,0,0,8,8,1022,1,360,2,0,0
34,9,0,1,0,-133,1,0,0,8,5,395,1,-1,0,3,0
41,9,0,1,0,1499,0,1,0,11,5,59,2,-1,0,3,0
34,6,0,2,0,681,0,0,0,20,9,382,6,-1,0,3,0
41,0,0,1,0,6046,1,1,1,14,11,185,2,-1,0,3,1
38,4,0,2,0,547,1,0,2,14,8,137,4,-1,0,3,0
44,7,0,1,0,0,0,1,0,17,5,275,17,-1,0,3,0
33,4,0,2,0,348,0,0,0,11,1,71,2,-1,0,3,0
45,1,0,0,0,-311,1,0,2,23,8,1030,1,-1,0,3,1
37,0,0,1,0,3834,1,0,2,21,8,72,1,-1,0,3,0
44,9,0,1,0,106,1,0,2,26,8,95,1,-1,0,3,0
27,9,0,1,0,114,1,1,2,9,8,375,2,-1,0,3,0
38,7,0,1,0,710,1,0,0,18,8,1880,2,-1,0,3,0
46,3,0,0,0,41,0,0,0,11,1,100,2,-1,0,3,0
36,2,0,1,0,251,0,0,2,17,6,59,6,-1,0,3,0
33,9,0,1,0,522,0,1,0,7,5,559,4,-1,0,3,0
40,9,0,1,0,93,0,0,0,2,3,123,2,-1,0,3,0
46,4,0,2,0,134,0,0,0,19,1,134,2,-1,0,3,0
48,4,0,3,0,549,1,0,2,6,8,427,1,-1,0,3,0
35,4,0,2,0,500,1,0,0,5,3,177,1,252,1,0,0
39,4,0,2,0,373,0,0,0,26,1,148,4,-1,0,3,0
40,0,0,1,0,212,0,0,2,7,4,176,1,-1,0,3,0
47,0,0,1,0,95,1,1,1,28,4,270,3,-1,0,3,0
31,0,0,1,0,93,1,0,0,18,9,417,1,-1,0,3,0
45,5,0,1,0,229,0,0,2,5,6,181,2,-1,0,3,0
64,5,0,1,0,4833,0,0,0,20,10,621,1,181,3,0,1
45,4,0,2,1,-946,1,0,0,13,8,213,1,-1,0,3,0
35,9,0,3,0,-11,1,1,0,31,5,24,18,-1,0,3,0
52,4,0,1,0,944,0,1,2,9,6,119,1,-1,0,3,0
55,1,0,3,0,276,1,0,0,13,8,35,1,-1,0,3,0
57,4,0,1,0,23,0,1,1,25,5,330,1,-1,0,3,0
39,4,0,2,0,133,1,0,2,28,8,136,2,-1,0,3,0
38,7,0,0,0,188,0,0,2,11,6,597,10,-1,0,3,0
52,1,0,0,1,-183,1,0,2,6,8,145,1,-1,0,3,0
57,3,0,0,0,113,0,0,2,18,6,378,2,-1,0,3,0
50,9,0,1,0,148,1,0,0,17,0,413,2,-1,0,3,0
58,1,0,0,0,474,1,1,0,18,5,85,1,-1,0,3,0
41,9,0,1,0,988,0,0,0,21,1,429,2,-1,0,3,0
53,9,0,0,0,-834,1,1,0,8,5,130,1,-1,0,3,0
34,9,0,0,0,3744,1,0,2,21,8,489,2,-1,0,3,0
56,4,0,2,0,3287,0,0,0,27,0,497,1,-1,0,3,1
37,0,0,2,0,43,1,0,0,20,0,328,2,264,2,0,0
50,9,0,1,0,0,0,0,0,2,3,91,2,-1,0,3,0
32,4,0,2,0,5306,1,0,2,20,8,201,1,-1,0,3,0
35,9,0,1,0,2047,1,0,0,1,10,66,1,-1,0,3,0
54,2,0,2,0,5784,0,0,0,21,9,75,5,-1,0,3,0
42,9,0,1,0,1689,1,0,0,31,5,50,2,-1,0,3,0
33,7,0,1,0,-395,1,0,2,27,8,161,2,-1,0,3,0
46,9,0,1,0,2862,1,1,0,30,5,132,3,-1,0,3,0
51,4,0,1,0,292,0,0,0,26,1,146,9,-1,0,3,0
59,11,0,3,0,27,0,0,2,5,8,347,3,-1,0,3,0
47,1,0,0,0,551,1,0,0,19,9,662,2,-1,0,3,0
49,4,0,2,0,9326,1,0,2,3,6,166,1,-1,0,3,0
46,7,0,1,0,5,1,1,0,29,4,305,2,-1,0,3,0
43,9,0,1,0,0,1,0,0,5,8,150,2,342,2,0,0
55,4,0,3,0,2,1,0,2,19,8,95,1,-1,0,3,0
51,1,0,1,0,216,1,0,2,27,8,213,2,-1,0,3,0
45,2,0,1,0,44,0,1,0,30,4,250,2,2,1,1,0
61,5,0,1,0,410,0,1,0,31,5,470,4,-1,0,3,0
55,7,0,0,0,2923,1,0,2,15,8,104,2,-1,0,3,0
59,5,0,1,0,1,0,0,0,19,1,335,1,-1,0,3,1
36,0,0,1,0,496,0,0,2,8,8,269,3,-1,0,3,0
51,9,0,2,0,4143,0,0,0,19,9,171,1,-1,0,3,0
42,6,0,1,0,484,1,0,0,21,9,321,3,127,3,0,0
44,5,0,0,0,2083,1,0,2,28,8,124,1,-1,0,3,0
63,5,0,0,0,109,0,0,0,10,9,406,2,-1,0,3,1
34,7,0,2,0,800,1,1,0,8,8,309,2,-1,0,3,0
36,4,0,2,0,210,1,0,1,21,9,62,1,127,2,0,0
49,9,0,2,0,596,1,0,1,15,11,722,1,-1,0,3,1
32,2,0,0,0,1,1,1,0,20,9,476,3,-1,0,3,0
45,9,0,2,0,10768,1,0,0,2,6,147,3,78,2,0,0
52,7,0,1,0,43,1,1,0,11,8,131,2,-1,0,3,0
54,9,0,1,0,1663,1,0,1,20,0,41,1,150,9,1,0
33,1,0,1,0,744,1,0,0,21,9,59,3,-1,0,3,0
35,0,0,1,0,579,1,0,2,23,8,250,3,-1,0,3,0
32,0,0,1,0,-46,0,1,0,18,5,1373,4,-1,0,3,1
77,5,0,2,0,4659,0,0,0,14,0,161,1,-1,0,3,1
42,0,0,1,0,23,0,1,2,27,6,397,1,-1,0,3,0
44,7,0,1,0,-2,1,0,0,15,8,152,5,-1,0,3,0
45,6,0,1,0,-139,1,0,2,7,8,152,3,-1,0,3,0
53,2,0,2,0,196,1,0,2,16,6,178,7,-1,0,3,0
51,4,0,1,0,2843,1,0,2,19,6,97,2,-1,0,3,0
