poutcome,pdays,previous,contact,campaign,day,housing,marital,y
3,-1,0,0,3,7,1,0,0
3,-1,0,0,1,18,1,0,0
3,-1,0,0,1,4,1,0,0
3,-1,0,2,2,8,1,0,0
3,-1,0,1,4,30,0,0,0
0,269,2,0,1,17,1,0,0
3,-1,0,2,2,20,1,0,0
3,-1,0,0,4,6,0,0,0
3,-1,0,0,1,16,0,0,0
3,-1,0,2,2,5,1,0,0
3,-1,0,2,1,8,1,0,0
3,-1,0,0,2,13,1,0,1
3,-1,0,2,1,13,1,0,0
3,-1,0,2,1,17,0,0,0
3,-1,0,0,1,2,1,0,0
3,-1,0,0,1,5,1,0,0
3,-1,0,0,2,9,1,0,0
3,-1,0,2,2,13,1,0,0
3,-1,0,2,1,27,1,0,0
1,362,2,0,2,5,1,0,0
3,-1,0,0,10,30,0,0,0
3,-1,0,2,1,7,1,0,0
3,-1,0,2,1,26,1,0,0
3,-1,0,2,2,5,0,0,0
3,-1,0,0,2,31,1,0,0
3,-1,0,0,3,16,0,0,1
3,-1,0,0,15,29,1,0,0
3,-1,0,0,4,30,1,0,0
3,-1,0,2,1,26,0,0,0
3,-1,0,0,1,1,0,0,0
2,367,2,0,1,18,1,0,0
3,-1,0,2,1,9,0,0,0
3,-1,0,2,1,6,0,0,0
3,-1,0,0,2,8,0,0,0
2,184,1,0,2,21,0,0,1
3,-1,0,2,2,6,1,0,0
3,-1,0,0,2,11,1,0,1
3,-1,0,2,4,16,1,0,0
3,-1,0,0,1,21,1,0,0
0,332,4,0,1,20,0,0,0
0,192,4,0,2,6,1,0,0
3,-1,0,2,1,9,0,0,0
0,148,1,0,1,14,0,0,1
0,272,1,0,1,4,0,0,0
2,184,6,0,1,22,0,0,1
3,-1,0,2,10,28,1,0,0
2,93,1,0,1,13,0,0,1
3,-1,0,2,1,1,0,0,0
3,-1,0,2,1,13,1,0,0
3,-1,0,0,1,2,0,0,0
3,-1,0,0,2,23,0,0,0
3,-1,0,0,2,6,0,0,0
3,-1,0,0,2,25,0,0,0
1,2,1,0,2,30,0,0,0
3,-1,0,0,1,11,1,0,0
3,-1,0,0,1,16,1,0,0
3,-1,0,2,6,17,1,0,0
3,-1,0,0,1,19,1,0,0
3,-1,0,2,2,17,0,0,0
3,-1,0,0,8,23,1,0,0
3,-1,0,2,1,12,1,0,0
0,314,2,0,1,1,1,0,0
3,-1,0,0,1,17,1,0,0
2,86,5,0,1,30,1,0,1
3,-1,0,2,1,19,1,0,0
3,-1,0,0,3,14,0,0,0
3,-1,0,0,3,14,1,0,0
0,358,2,0,3,7,1,0,0
3,-1,0,2,1,12,0,0,0
1,177,1,0,3,14,1,0,0
3,-1,0,2,2,23,1,0,1
3,-1,0,0,8,26,0,0,0
3,-1,0,0,1,18,0,0,0
0,281,1,0,1,16,1,0,0
3,-1,0,0,2,8,0,0,0
3,-1,0,1,2,31,0,0,0
3,-1,0,2,1,15,1,0,0
1,701,6,2,1,22,1,0,0
3,-1,0,0,4,31,1,0,0
3,-1,0,0,4,18,0,0,0
3,-1,0,0,2,13,0,0,0
3,-1,0,0,2,30,0,0,0
0,104,1,0,1,17,1,0,0
3,-1,0,0,1,18,1,0,0
3,-1,0,0,2,7,1,0,0
1,362,3,0,5,13,1,0,0
3,-1,0,0,2,18,0,0,0
3,-1,0,0,6,31,0,0,0
3,-1,0,2,2,11,0,0,0
0,298,1,0,2,15,1,0,0
3,-1,0,0,2,8,0,0,0
3,-1,0,0,3,30,0,0,0
3,-1,0,0,1,21,1,0,1
3,-1,0,2,2,4,1,0,0
3,-1,0,0,1,2,0,0,0
3,-1,0,0,1,21,0,0,1
3,-1,0,0,1,8,0,0,0
3,-1,0,0,1,7,0,0,0
0,164,2,0,2,19,0,0,1
2,91,5,0,1,11,1,0,1
1,431,5,0,4,30,1,0,0
0,253,3,0,1,5,0,0,0
3,-1,0,0,1,21,0,0,1
3,-1,0,2,3,18,1,0,0
2,337,1,0,2,30,0,0,1
3,-1,0,0,1,24,0,0,1
3,-1,0,0,2,30,0,0,1
3,-1,0,0,2,5,1,0,0
3,-1,0,2,2,6,1,0,0
3,-1,0,2,2,2,1,0,0
1,265,3,0,2,4,1,0,0
3,-1,0,2,1,12,0,0,0
3,-1,0,0,1,18,1,0,0
3,-1,0,0,5,13,1,0,0
3,-1,0,0,2,31,1,0,0
3,-1,0,2,2,6,1,0,0
3,-1,0,2,2,5,0,0,0
3,-1,0,2,1,17,0,0,0
3,-1,0,0,3,30,1,0,0
3,-1,0,0,4,21,1,0,0
1,343,2,0,2,11,1,0,0
3,-1,0,1,1,27,1,0,1
3,-1,0,2,4,16,1,0,1
3,-1,0,2,6,4,0,0,0
3,-1,0,0,2,28,0,0,0
3,-1,0,0,13,30,0,0,0
3,-1,0,1,1,5,0,0,1
3,-1,0,2,6,28,1,0,0
3,-1,0,0,2,24,1,0,0
3,-1,0,2,2,4,1,0,0
3,-1,0,1,3,18,0,0,1
1,182,2,0,1,13,0,0,1
3,-1,0,0,2,17,1,0,0
3,-1,0,0,1,6,1,0,0
2,85,4,0,4,9,0,0,1
3,-1,0,2,2,6,0,0,0
3,-1,0,0,2,20,0,0,0
3,-1,0,2,1,30,1,0,1
0,327,1,0,1,13,0,0,0
1,103,2,2,1,17,1,0,0
3,-1,0,0,2,8,1,0,0
3,-1,0,0,2,17,0,0,0
3,-1,0,0,5,25,1,0,0
3,-1,0,0,6,18,1,0,0
3,-1,0,2,7,20,0,0,0
3,-1,0,2,2,14,1,0,0
3,-1,0,0,1,12,1,0,1
3,-1,0,0,5,22,0,0,1
0,370,2,0,2,11,1,0,0
3,-1,0,0,3,19,1,0,0
3,-1,0,0,1,18,1,0,0
3,-1,0,2,2,28,1,0,0
0,261,6,0,1,29,1,0,0
1,2,1,0,1,30,1,0,0
0,339,1,0,2,17,1,0,0
1,127,4,1,1,19,1,0,0
3,-1,0,2,1,9,1,0,0
3,-1,0,2,2,26,1,0,0
3,-1,0,2,2,19,0,0,0
3,-1,0,0,2,2,0,0,1
3,-1,0,0,1,9,1,0,0
3,-1,0,2,1,23,1,0,0
3,-1,0,0,1,16,1,0,1
3,-1,0,2,2,14,1,0,0
3,-1,0,2,1,3,0,0,0
3,-1,0,0,3,21,1,0,0
3,-1,0,1,1,19,1,0,0
3,-1,0,0,1,15,0,0,1
3,-1,0,1,1,21,0,0,0
3,-1,0,2,1,27,1,0,0
1,337,9,0,2,17,1,0,0
3,-1,0,0,2,6,1,0,0
3,-1,0,2,1,5,1,0,0
3,-1,0,2,1,21,1,0,0
3,-1,0,0,4,17,1,0,0
3,-1,0,0,3,21,0,0,0
0,245,1,0,1,29,1,0,0
3,-1,0,2,5,20,1,0,0
3,-1,0,2,3,20,1,0,0
0,360,2,0,1,8,1,0,0
3,-1,0,0,1,8,1,0,0
3,-1,0,0,2,11,0,0,0
3,-1,0,0,6,20,0,0,0
3,-1,0,1,2,14,1,0,1
3,-1,0,2,4,14,1,0,0
3,-1,0,0,17,17,0,0,0
3,-1,0,0,2,11,0,0,0
3,-1,0,2,1,23,1,0,1
3,-1,0,2,1,21,1,0,0
3,-1,0,2,1,26,1,0,0
3,-1,0,2,2,9,1,0,0
3,-1,0,0,2,18,1,0,0
3,-1,0,0,2,11,0,0,0
3,-1,0,2,6,17,0,0,0
3,-1,0,0,4,7,0,0,0
3,-1,0,0,2,2,0,0,0
3,-1,0,0,2,19,0,0,0
3,-1,0,2,1,6,1,0,0
0,252,1,0,1,5,1,0,0
3,-1,0,0,4,26,0,0,0
3,-1,0,2,1,7,0,0,0
3,-1,0,1,3,28,1,0,0
3,-1,0,0,1,18,1,0,0
3,-1,0,2,2,5,0,0,0
0,181,3,0,1,20,0,0,1
3,-1,0,0,1,13,1,0,0
3,-1,0,0,18,31,1,0,0
3,-1,0,2,1,9,0,0,0
3,-1,0,0,1,13,1,0,0
3,-1,0,1,1,25,0,0,0
3,-1,0,2,2,28,1,0,0
3,-1,0,2,10,11,0,0,0
3,-1,0,2,1,6,1,0,0
3,-1,0,2,2,18,0,0,0
3,-1,0,0,2,17,1,0,0
3,-1,0,0,1,18,1,0,0
3,-1,0,0,2,21,0,0,0
3,-1,0,0,1,8,1,0,0
3,-1,0,2,2,21,1,0,0
3,-1,0,0,1,27,0,0,1
0,264,2,0,2,20,1,0,0
3,-1,0,0,2,2,0,0,0
3,-1,0,2,1,20,1,0,0
3,-1,0,0,1,1,1,0,0
3,-1,0,0,5,21,0,0,0
3,-1,0,0,2,31,1,0,0
3,-1,0,2,2,27,1,0,0
3,-1,0,0,3,30,1,0,0
3,-1,0,0,9,26,0,0,0
3,-1,0,2,3,5,0,0,0
3,-1,0,0,2,19,1,0,0
3,-1,0,2,1,3,1,0,0
3,-1,0,0,2,29,1,0,0
0,342,2,0,2,5,1,0,0
3,-1,0,2,1,19,1,0,0
3,-1,0,2,2,27,1,0,0
1,2,1,0,2,30,0,0,0
3,-1,0,0,4,31,0,0,0
3,-1,0,2,2,15,1,0,0
3,-1,0,0,1,19,0,0,1
3,-1,0,2,3,8,0,0,0
3,-1,0,0,1,19,0,0,0
0,127,3,0,3,21,1,0,0
3,-1,0,2,1,28,1,0,0
3,-1,0,0,2,10,0,0,1
3,-1,0,0,2,8,1,0,0
0,127,2,1,1,21,1,0,0
3,-1,0,1,1,15,1,0,1
3,-1,0,0,3,20,1,0,0
0,78,2,0,3,2,1,0,0
3,-1,0,0,2,11,1,0,0
1,150,9,1,1,20,1,0,0
3,-1,0,0,3,21,1,0,0
3,-1,0,2,3,23,1,0,0
3,-1,0,0,4,18,0,0,1
3,-1,0,0,1,14,0,0,1
3,-1,0,2,1,27,0,0,0
3,-1,0,0,5,15,1,0,0
3,-1,0,2,3,7,1,0,0
3,-1,0,2,7,16,1,0,0
3,-1,0,2,2,19,1,0,0
1,359,8,0,3,8,1,0,0
3,-1,0,1,1,3,0,0,0
0,389,3,0,1,25,1,0,1
3,-1,0,2,1,18,0,0,0
3,-1,0,0,1,28,1,0,0
0,296,3,0,4,15,1,0,0
0,146,1,0,1,19,0,0,0
2,535,2,1,2,16,0,0,0
3,-1,0,2,1,7,1,0,1
1,186,7,0,3,17,0,0,0
1,187,5,0,4,3,0,0,0
3,-1,0,1,2,4,0,0,1
3,-1,0,0,6,11,0,0,0
3,-1,0,2,1,8,1,0,0
3,-1,0,1,9,29,1,0,0
0,278,4,0,8,12,1,0,0
3,-1,0,2,15,16,1,0,0
3,-1,0,2,3,4,1,0,0
3,-1,0,2,1,6,1,0,0
3,-1,0,0,1,18,0,0,0
3,-1,0,0,2,13,1,0,0
3,-1,0,0,1,17,0,0,0
3,-1,0,0,1,5,1,0,0
3,-1,0,0,1,28,0,0,0
3,-1,0,2,4,2,0,0,0
3,-1,0,2,1,9,1,0,0
3,-1,0,2,10,21,1,0,0
2,370,2,1,2,13,1,0,0
3,-1,0,2,1,3,1,0,0
3,-1,0,2,1,24,1,0,1
0,245,1,0,1,28,1,0,0
3,-1,0,2,1,7,1,0,0
3,-1,0,0,2,4,0,0,0
3,-1,0,0,1,5,0,0,0
1,153,1,0,2,19,1,0,0
3,-1,0,0,4,20,1,0,0
0,188,1,0,2,8,1,0,0
3,-1,0,2,2,18,1,0,0
3,-1,0,2,4,20,1,0,0
2,84,3,0,1,22,0,0,1
3,-1,0,0,1,7,1,0,0
0,356,1,0,1,7,1,0,0
3,-1,0,2,2,26,0,0,0
3,-1,0,2,1,29,1,0,0
0,327,1,0,2,13,1,0,0
3,-1,0,0,2,18,1,0,0
1,212,2,0,1,5,0,0,0
3,-1,0,1,6,12,1,0,0
3,-1,0,2,1,29,1,0,0
3,-1,0,0,4,20,0,0,0
2,181,2,0,1,10,0,0,1
3,-1,0,0,3,14,1,0,0
3,-1,0,2,4,3,1,0,0
3,-1,0,2,3,26,1,0,0
1,373,1,0,6,14,1,0,0
3,-1,0,1,7,29,0,0,0
3,-1,0,0,1,29,0,0,0
3,-1,0,0,2,7,1,0,0
3,-1,0,0,1,2,0,0,0
3,-1,0,2,5,21,1,0,0
3,-1,0,0,3,17,0,0,0
3,-1,0,0,1,14,0,0,0
3,-1,0,0,3,5,0,0,0
3,-1,0,2,2,2,1,0,0
3,-1,0,2,1,3,1,0,0
3,-1,0,2,1,20,0,0,0
3,-1,0,0,6,30,1,0,0
3,-1,0,0,1,25,0,0,1
3,-1,0,2,2,13,1,0,0
3,-1,0,0,2,27,1,0,0
3,-1,0,0,2,17,0,0,0
3,-1,0,2,2,12,1,0,0
0,96,3,0,1,2,0,0,0
3,-1,0,2,3,19,1,0,1
3,-1,0,2,10,3,1,0,0
3,-1,0,0,1,19,0,0,0
1,93,4,0,5,30,0,0,1
0,367,2,0,2,7,0,0,0
3,-1,0,2,2,21,0,0,0
3,-1,0,2,1,6,0,0,0
3,-1,0,2,2,19,0,0,0
3,-1,0,2,3,6,1,0,0
3,-1,0,0,2,11,1,0,0
3,-1,0,0,4,19,0,0,0
3,-1,0,2,7,28,1,0,0
3,-1,0,0,2,11,1,0,0
3,-1,0,0,4,7,1,0,0
3,-1,0,0,2,6,0,0,0
3,-1,0,1,1,26,0,0,0
3,-1,0,2,2,12,0,0,0
3,-1,0,0,4,13,0,0,0
3,-1,0,0,2,29,0,0,0
3,-1,0,2,4,12,1,0,0
3,-1,0,2,1,6,1,0,0
3,-1,0,0,2,26,0,0,0
3,-1,0,0,2,15,1,0,0
3,-1,0,0,3,31,0,0,0
0,256,9,0,3,5,0,0,0
3,-1,0,0,2,18,0,0,0
3,-1,0,0,3,18,1,0,0
3,-1,0,2,1,27,0,0,0
3,-1,0,2,3,7,1,0,0
3,-1,0,2,1,27,1,0,0
3,-1,0,2,1,9,0,0,0
3,-1,0,0,2,22,0,0,0
3,-1,0,2,3,20,0,0,0
3,-1,0,0,1,20,0,0,0
3,-1,0,0,1,8,1,0,0
3,-1,0,2,2,20,0,0,0
3,-1,0,0,3,30,0,0,0
3,-1,0,2,1,14,1,0,1
3,-1,0,0,2,22,0,0,0
3,-1,0,2,5,29,1,0,0
1,97,5,0,1,8,1,0,0
3,-1,0,2,4,20,0,0,0
3,-1,0,2,8,14,1,0,0
3,-1,0,2,1,24,1,0,0
0,317,4,0,1,16,1,0,0
3,-1,0,0,2,2,1,0,0
1,281,1,0,1,17,1,0,0
3,-1,0,0,2,25,0,0,0
3,-1,0,2,5,28,1,0,0
3,-1,0,0,4,18,1,0,0
3,-1,0,2,1,8,1,0,0
3,-1,0,2,1,9,0,0,1
3,-1,0,2,1,30,1,0,0
0,281,2,0,1,6,1,0,0
3,-1,0,2,2,5,1,0,0
3,-1,0,0,3,30,1,0,0
3,-1,0,0,4,14,1,0,0
3,-1,0,0,10,6,0,0,0
3,-1,0,0,2,28,0,0,0
3,-1,0,0,2,13,0,0,0
3,-1,0,2,2,12,1,0,0
3,-1,0,0,2,17,1,0,0
3,-1,0,0,2,22,0,0,0
3,-1,0,0,1,16,1,0,0
3,-1,0,2,2,30,0,0,0
3,-1,0,0,2,11,1,0,0
3,-1,0,1,15,27,0,0,0
3,-1,0,0,1,5,0,0,1
3,-1,0,0,2,29,0,0,0
3,-1,0,0,2,12,0,0,0
3,-1,0,0,2,8,0,0,0
2,174,1,0,1,13,1,0,0
3,-1,0,0,2,17,0,0,0
0,89,1,0,1,23,1,0,0
3,-1,0,2,2,9,1,0,1
3,-1,0,0,1,10,1,0,0
3,-1,0,2,3,6,1,0,0
3,-1,0,2,2,20,1,0,0
3,-1,0,2,1,19,0,0,0
0,197,2,0,3,30,0,0,0
3,-1,0,2,1,19,0,0,0
0,231,1,0,2,3,1,0,0
3,-1,0,0,2,11,1,0,0
3,-1,0,2,2,13,1,0,0
0,92,3,0,1,15,0,0,1
0,280,2,0,2,6,1,0,0
3,-1,0,0,4,26,0,0,0
3,-1,0,2,5,30,1,0,0
3,-1,0,0,3,5,0,0,0
3,-1,0,2,1,5,1,0,0
0,169,3,0,1,5,1,0,0
3,-1,0,2,1,26,1,0,0
3,-1,0,2,3,8,1,0,0
3,-1,0,0,3,17,1,0,0
3,-1,0,0,1,15,1,0,0
2,425,1,0,1,14,0,0,1
3,-1,0,1,4,17,0,0,1
1,112,4,2,7,20,1,0,0
3,-1,0,0,9,25,0,0,0
3,-1,0,0,1,15,0,0,0
3,-1,0,2,2,27,0,0,0
3,-1,0,2,1,3,1,0,0
3,-1,0,0,3,21,0,0,0
3,-1,0,0,1,28,1,0,0
3,-1,0,2,9,16,1,0,0
3,-1,0,0,4,6,1,0,0
3,-1,0,0,4,30,0,0,0
3,-1,0,0,2,24,1,0,0
3,-1,0,1,2,8,0,0,0
3,-1,0,0,2,13,0,0,1
3,-1,0,0,2,20,0,0,0
3,-1,0,0,1,13,1,0,0
3,-1,0,0,4,14,1,0,0
3,-1,0,0,23,31,0,0,0
3,-1,0,2,1,4,1,0,0
3,-1,0,0,1,3,0,0,0
3,-1,0,2,1,27,1,0,0
0,24,1,0,1,26,1,0,0
0,236,2,0,1,3,1,0,0
3,-1,0,2,2,8,1,0,0
3,-1,0,0,2,22,0,0,0
3,-1,0,0,4,24,1,0,0
3,-1,0,0,2,11,1,0,0
3,-1,0,1,2,30,0,0,0
3,-1,0,2,1,20,1,0,0
3,-1,0,2,4,8,1,0,0
3,-1,0,2,2,11,0,0,0
3,-1,0,0,1,20,1,0,0
3,-1,0,0,1,21,0,0,0
3,-1,0,2,5,4,1,0,0
3,-1,0,2,8,20,1,0,0
3,-1,0,2,1,30,1,0,0
3,-1,0,2,1,1,0,0,0
3,-1,0,0,1,21,0,0,1
3,-1,0,0,4,22,0,0,0
3,-1,0,2,4,20,1,0,0
3,-1,0,0,2,2,0,0,0
2,74,3,0,7,18,1,0,0
3,-1,0,0,2,19,0,0,0
3,-1,0,2,1,7,1,0,0
3,-1,0,0,1,15,0,0,0
3,-1,0,0,3,9,0,0,1
3,-1,0,0,2,14,0,0,0
3,-1,0,2,1,15,0,0,0
3,-1,0,1,2,29,0,0,0
3,-1,0,2,2,20,1,0,0
3,-1,0,0,10,31,0,0,0
3,-1,0,2,1,15,0,0,0
3,-1,0,0,1,11,1,0,0
0,342,1,0,1,6,1,0,0
3,-1,0,0,1,8,0,0,1
3,-1,0,0,3,21,0,0,0
3,-1,0,0,1,10,0,0,0
3,-1,0,2,1,23,0,0,0
3,-1,0,0,1,17,0,0,1
3,-1,0,2,1,15,1,0,0
1,480,4,0,1,16,0,0,0
3,-1,0,0,3,21,0,0,0
3,-1,0,0,3,7,1,0,0
3,-1,0,0,1,2,0,0,0
3,-1,0,0,1,16,0,0,1
2,67,2,0,1,13,1,0,0
3,-1,0,2,2,3,1,0,0
0,91,1,0,1,20,1,0,0
3,-1,0,0,4,9,1,0,0
3,-1,0,2,1,8,1,0,0
0,280,6,0,1,6,1,0,0
3,-1,0,0,2,12,1,0,0
0,260,6,0,1,13,1,0,0
0,363,22,0,1,13,0,0,0
0,179,10,0,6,18,1,0,0
3,-1,0,0,2,29,0,0,0
3,-1,0,0,9,27,0,0,0
3,-1,0,0,6,27,0,0,0
3,-1,0,0,10,21,0,0,0
0,135,2,0,2,1,1,0,0
3,-1,0,0,6,12,1,0,0
3,-1,0,0,2,8,0,0,0
3,-1,0,0,1,17,1,0,0
3,-1,0,0,1,21,0,0,0
0,130,1,0,1,22,0,0,0
3,-1,0,0,3,29,1,0,0
3,-1,0,0,4,6,1,0,0
3,-1,0,0,19,7,1,0,0
3,-1,0,0,1,11,1,0,0
2,84,14,0,6,16,0,0,0
3,-1,0,2,1,8,1,0,0
3,-1,0,0,1,12,1,0,1
3,-1,0,1,1,3,1,0,0
3,-1,0,2,2,23,0,0,0
3,-1,0,0,3,14,0,0,0
3,-1,0,0,3,17,1,0,0
3,-1,0,2,3,18,0,0,0
3,-1,0,0,2,6,0,0,0
1,185,5,0,9,23,0,0,1
3,-1,0,0,1,28,0,0,0
3,-1,0,0,4,3,0,0,0
3,-1,0,0,2,20,1,0,0
3,-1,0,0,3,6,1,0,0
3,-1,0,0,2,6,1,0,0
3,-1,0,2,1,13,1,0,0
3,-1,0,0,4,18,0,0,0
3,-1,0,2,3,7,1,0,0
3,-1,0,0,3,16,0,0,0
1,238,3,0,1,27,0,0,1
3,-1,0,2,4,3,1,0,0
3,-1,0,1,3,21,0,0,0
3,-1,0,0,2,1,0,0,0
3,-1,0,0,5,28,1,0,0
3,-1,0,0,2,8,0,0,0
3,-1,0,0,1,2,1,0,1
3,-1,0,0,3,29,1,0,0
3,-1,0,0,3,7,1,0,0
3,-1,0,2,1,11,0,0,0
3,-1,0,0,2,8,0,0,0
3,-1,0,0,1,4,0,0,0
3,-1,0,0,2,24,0,0,1
3,-1,0,2,2,7,0,0,0
1,167,3,0,2,19,0,0,0
3,-1,0,0,2,26,0,0,0
3,-1,0,1,1,15,0,0,0
3,-1,0,0,2,29,0,0,1
3,-1,0,0,8,27,0,0,0
3,-1,0,0,1,17,1,0,0
3,-1,0,0,3,17,1,0,0
0,119,4,0,2,19,0,0,0
0,223,5,0,1,29,1,0,0
1,124,9,0,1,16,0,0,1
3,-1,0,0,3,4,0,0,0
3,-1,0,0,2,15,1,0,0
3,-1,0,2,1,5,1,0,0
3,-1,0,2,3,30,1,0,0
3,-1,0,2,1,19,0,0,0
3,-1,0,2,2,27,1,0,0
3,-1,0,0,3,30,1,0,0
3,-1,0,2,5,13,1,0,0
3,-1,0,0,3,30,0,0,1
3,-1,0,0,2,20,1,0,0
0,247,1,0,1,29,1,0,0
3,-1,0,0,1,1,1,0,0
3,-1,0,2,2,16,1,0,0
3,-1,0,0,2,21,0,0,1
3,-1,0,2,1,8,0,0,0
3,-1,0,2,5,6,0,0,0
3,-1,0,0,1,17,0,0,0
1,8,1,0,1,5,1,0,0
3,-1,0,2,2,26,1,0,0
3,-1,0,2,5,12,1,0,0
3,-1,0,2,2,9,0,0,0
0,260,3,0,1,6,1,0,0
3,-1,0,0,6,25,0,0,0
3,-1,0,2,2,5,0,0,0
3,-1,0,2,1,29,1,0,0
3,-1,0,0,1,12,1,0,1
3,-1,0,0,3,6,1,0,0
3,-1,0,2,2,8,1,0,0
3,-1,0,2,2,6,0,0,0
3,-1,0,0,1,5,1,0,0
3,-1,0,2,1,26,1,0,0
3,-1,0,2,1,20,1,0,0
3,-1,0,2,1,17,0,0,0
0,346,2,0,1,17,1,0,0
3,-1,0,2,1,26,1,0,0
3,-1,0,2,2,8,1,0,0
3,-1,0,0,1,17,0,0,0
0,289,1,0,2,6,1,0,0
3,-1,0,0,3,12,1,0,0
0,370,1,0,2,13,1,0,0
3,-1,0,2,4,12,1,0,0
3,-1,0,0,1,28,0,0,0
3,-1,0,2,1,11,0,0,0
2,182,1,0,1,12,1,0,0
3,-1,0,2,1,15,1,0,0
